"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:069","069","Central Otago District",2023,24306,"total people with a stated religious-affiliation response",10119,41.63,14187,58.37,28,11.52,0,9933.03,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:070","070","Queenstown-Lakes District",2013,25758,"total people with a stated religious-affiliation response",12327,47.86,13431,52.14,18,6.99,0,8718.57,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:070","070","Queenstown-Lakes District",2018,39153,"total people with a stated religious-affiliation response",15210,38.85,23943,61.15,18,4.6,0,8718.57,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:070","070","Queenstown-Lakes District",2023,47808,"total people with a stated religious-affiliation response",16437,34.38,31371,65.62,18,3.77,0,8718.57,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:071","071","Dunedin City",2013,111585,"total people with a stated religious-affiliation response",56355,50.5,55230,49.5,99,8.87,0.03,3286.14,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:071","071","Dunedin City",2018,126255,"total people with a stated religious-affiliation response",55593,44.03,70662,55.97,99,7.84,0.03,3286.14,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:071","071","Dunedin City",2023,128901,"total people with a stated religious-affiliation response",50973,39.54,77928,60.46,99,7.68,0.03,3286.14,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:072","072","Clutha District",2013,15675,"total people with a stated religious-affiliation response",8388,53.51,7287,46.49,32,20.41,0.01,6334.52,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:072","072","Clutha District",2018,17667,"total people with a stated religious-affiliation response",7998,45.27,9669,54.73,32,18.11,0.01,6334.52,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:072","072","Clutha District",2023,18315,"total people with a stated religious-affiliation response",7656,41.8,10659,58.2,32,17.47,0.01,6334.52,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:073","073","Southland District",2013,27744,"total people with a stated religious-affiliation response",15783,56.89,11961,43.11,32,11.53,0,29586.11,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:073","073","Southland District",2018,30864,"total people with a stated religious-affiliation response",14901,48.28,15963,51.72,32,10.37,0,29586.11,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:073","073","Southland District",2023,31833,"total people with a stated religious-affiliation response",13791,43.32,18042,56.68,32,10.05,0,29586.11,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:074","074","Gore District",2013,11256,"total people with a stated religious-affiliation response",6990,62.1,4266,37.9,19,16.88,0.02,1253.85,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:074","074","Gore District",2018,12396,"total people with a stated religious-affiliation response",6540,52.76,5856,47.24,19,15.33,0.02,1253.85,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:074","074","Gore District",2023,12711,"total people with a stated religious-affiliation response",6153,48.41,6558,51.59,19,14.95,0.02,1253.85,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:075","075","Invercargill City",2013,48213,"total people with a stated religious-affiliation response",26991,55.98,21222,44.02,31,6.43,0.08,393.82,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:075","075","Invercargill City",2018,54204,"total people with a stated religious-affiliation response",26562,49,27642,51,31,5.72,0.08,393.82,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:075","075","Invercargill City",2023,55599,"total people with a stated religious-affiliation response",25248,45.41,30351,54.59,31,5.58,0.08,393.82,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:076","076","Auckland",2013,1295163,"total people with a stated religious-affiliation response",805248,62.17,489915,37.83,1053,8.13,0.21,4940.29,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:076","076","Auckland",2018,1571718,"total people with a stated religious-affiliation response",902598,57.43,669120,42.57,1053,6.7,0.21,4940.29,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
"NZ","nz-ta-2025","territorial_authority","nz-ta-2025:076","076","Auckland",2023,1656486,"total people with a stated religious-affiliation response",913992,55.18,742494,44.82,1053,6.36,0.21,4940.29,,"current committed nz_places.json snapshot","statsnz-cen23-tbt-008-religion-ta-2013-2023;statsnz-ta-boundaries-2025;osm-nz-places-current-cleaned","current_place_counts_repeated_across_census_years"
