geography,geo_level,province,census_year,religion_label_source,religion_label_normalised,count
Atchin,island,Malampa,2009,Catholic,catholic,163
Atchin,island,Malampa,2009,SDA,seventh_day_adventist,354
Atchin,island,Malampa,2009,Church of Christ,church_of_christ,4
Atchin,island,Malampa,2009,AOG,assemblies_of_god,86
Atchin,island,Malampa,2009,NTM,neil_thomas_ministry,0
Atchin,island,Malampa,2009,Apostolic,apostolic,0
Atchin,island,Malampa,2009,Others,other,14
Atchin,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Atchin,island,Malampa,2009,No religion,no_religion,0
Atchin,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Avock,island,Malampa,2009,Total,total,181
Avock,island,Malampa,2009,Anglican,anglican,12
Avock,island,Malampa,2009,Presbyterian,presbyterian,169
Avock,island,Malampa,2009,Catholic,catholic,0
Avock,island,Malampa,2009,SDA,seventh_day_adventist,0
Avock,island,Malampa,2009,Church of Christ,church_of_christ,0
Avock,island,Malampa,2009,AOG,assemblies_of_god,0
Avock,island,Malampa,2009,NTM,neil_thomas_ministry,0
Avock,island,Malampa,2009,Apostolic,apostolic,0
Avock,island,Malampa,2009,Others,other,0
Avock,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Avock,island,Malampa,2009,No religion,no_religion,0
Avock,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Khoti (Sakao),island,Malampa,2009,Total,total,14
Khoti (Sakao),island,Malampa,2009,Anglican,anglican,1
Khoti (Sakao),island,Malampa,2009,Presbyterian,presbyterian,11
Khoti (Sakao),island,Malampa,2009,Catholic,catholic,2
Khoti (Sakao),island,Malampa,2009,SDA,seventh_day_adventist,0
Khoti (Sakao),island,Malampa,2009,Church of Christ,church_of_christ,0
Khoti (Sakao),island,Malampa,2009,AOG,assemblies_of_god,0
Khoti (Sakao),island,Malampa,2009,NTM,neil_thomas_ministry,0
Khoti (Sakao),island,Malampa,2009,Apostolic,apostolic,0
Khoti (Sakao),island,Malampa,2009,Others,other,0
Khoti (Sakao),island,Malampa,2009,Customary beliefs,customary_beliefs,0
Khoti (Sakao),island,Malampa,2009,No religion,no_religion,0
Khoti (Sakao),island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Malekula,island,Malampa,2009,Total,total,22902
Malekula,island,Malampa,2009,Anglican,anglican,786
Malekula,island,Malampa,2009,Presbyterian,presbyterian,8901
Malekula,island,Malampa,2009,Catholic,catholic,4601
Malekula,island,Malampa,2009,SDA,seventh_day_adventist,3371
Malekula,island,Malampa,2009,Church of Christ,church_of_christ,336
Malekula,island,Malampa,2009,AOG,assemblies_of_god,977
Malekula,island,Malampa,2009,NTM,neil_thomas_ministry,722
Malekula,island,Malampa,2009,Apostolic,apostolic,239
Malekula,island,Malampa,2009,Others,other,2908
Malekula,island,Malampa,2009,Customary beliefs,customary_beliefs,26
Malekula,island,Malampa,2009,No religion,no_religion,34
Malekula,island,Malampa,2009,Refuse to answer,refuse_to_answer,1
Uliveo,island,Malampa,2009,Total,total,1021
Uliveo,island,Malampa,2009,Anglican,anglican,42
Uliveo,island,Malampa,2009,Presbyterian,presbyterian,909
Uliveo,island,Malampa,2009,Catholic,catholic,1
Uliveo,island,Malampa,2009,SDA,seventh_day_adventist,52
Uliveo,island,Malampa,2009,Church of Christ,church_of_christ,0
Uliveo,island,Malampa,2009,AOG,assemblies_of_god,7
Uliveo,island,Malampa,2009,NTM,neil_thomas_ministry,3
Uliveo,island,Malampa,2009,Apostolic,apostolic,1
Uliveo,island,Malampa,2009,Others,other,6
Uliveo,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Uliveo,island,Malampa,2009,No religion,no_religion,0
Uliveo,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Lembong,island,Malampa,2009,Total,total,60
Lembong,island,Malampa,2009,Anglican,anglican,1
Lembong,island,Malampa,2009,Presbyterian,presbyterian,59
Lembong,island,Malampa,2009,Catholic,catholic,0
Lembong,island,Malampa,2009,SDA,seventh_day_adventist,0
Lembong,island,Malampa,2009,Church of Christ,church_of_christ,0
Lembong,island,Malampa,2009,AOG,assemblies_of_god,0
Lembong,island,Malampa,2009,NTM,neil_thomas_ministry,0
Lembong,island,Malampa,2009,Apostolic,apostolic,0
Lembong,island,Malampa,2009,Others,other,0
Lembong,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Lembong,island,Malampa,2009,No religion,no_religion,0
Lembong,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Norsup,island,Malampa,2009,Total,total,88
Norsup,island,Malampa,2009,Anglican,anglican,2
Norsup,island,Malampa,2009,Presbyterian,presbyterian,62
Norsup,island,Malampa,2009,Catholic,catholic,0
Norsup,island,Malampa,2009,SDA,seventh_day_adventist,1
Norsup,island,Malampa,2009,Church of Christ,church_of_christ,21
Norsup,island,Malampa,2009,AOG,assemblies_of_god,2
Norsup,island,Malampa,2009,NTM,neil_thomas_ministry,0
Norsup,island,Malampa,2009,Apostolic,apostolic,0
Norsup,island,Malampa,2009,Others,other,0
Norsup,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Norsup,island,Malampa,2009,No religion,no_religion,0
Norsup,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Paama,island,Malampa,2009,Total,total,1627
Paama,island,Malampa,2009,Anglican,anglican,32
Paama,island,Malampa,2009,Presbyterian,presbyterian,994
Paama,island,Malampa,2009,Catholic,catholic,6
Paama,island,Malampa,2009,SDA,seventh_day_adventist,315
Paama,island,Malampa,2009,Church of Christ,church_of_christ,9
Paama,island,Malampa,2009,AOG,assemblies_of_god,82
Paama,island,Malampa,2009,NTM,neil_thomas_ministry,141
Paama,island,Malampa,2009,Apostolic,apostolic,25
Paama,island,Malampa,2009,Others,other,21
Paama,island,Malampa,2009,Customary beliefs,customary_beliefs,2
Paama,island,Malampa,2009,No religion,no_religion,0
Paama,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Ranro,island,Malampa,2009,Total,total,304
Ranro,island,Malampa,2009,Anglican,anglican,2
Ranro,island,Malampa,2009,Presbyterian,presbyterian,110
Ranro,island,Malampa,2009,Catholic,catholic,55
Ranro,island,Malampa,2009,SDA,seventh_day_adventist,28
Ranro,island,Malampa,2009,Church of Christ,church_of_christ,0
Ranro,island,Malampa,2009,AOG,assemblies_of_god,36
Ranro,island,Malampa,2009,NTM,neil_thomas_ministry,0
Ranro,island,Malampa,2009,Apostolic,apostolic,36
Ranro,island,Malampa,2009,Others,other,37
Ranro,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Ranro,island,Malampa,2009,No religion,no_religion,0
Ranro,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Tomman,island,Malampa,2009,Total,total,290
Tomman,island,Malampa,2009,Anglican,anglican,1
Tomman,island,Malampa,2009,Presbyterian,presbyterian,99
Tomman,island,Malampa,2009,Catholic,catholic,10
Tomman,island,Malampa,2009,SDA,seventh_day_adventist,83
Tomman,island,Malampa,2009,Church of Christ,church_of_christ,39
Tomman,island,Malampa,2009,AOG,assemblies_of_god,0
Tomman,island,Malampa,2009,NTM,neil_thomas_ministry,0
Tomman,island,Malampa,2009,Apostolic,apostolic,1
Tomman,island,Malampa,2009,Others,other,53
Tomman,island,Malampa,2009,Customary beliefs,customary_beliefs,4
Tomman,island,Malampa,2009,No religion,no_religion,0
Tomman,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Uri,island,Malampa,2009,Total,total,29
Uri,island,Malampa,2009,Anglican,anglican,0
Uri,island,Malampa,2009,Presbyterian,presbyterian,24
Uri,island,Malampa,2009,Catholic,catholic,0
Uri,island,Malampa,2009,SDA,seventh_day_adventist,5
Uri,island,Malampa,2009,Church of Christ,church_of_christ,0
Uri,island,Malampa,2009,AOG,assemblies_of_god,0
Uri,island,Malampa,2009,NTM,neil_thomas_ministry,0
Uri,island,Malampa,2009,Apostolic,apostolic,0
Uri,island,Malampa,2009,Others,other,0
Uri,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Uri,island,Malampa,2009,No religion,no_religion,0
Uri,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
Uripiv,island,Malampa,2009,Total,total,384
Uripiv,island,Malampa,2009,Anglican,anglican,27
Uripiv,island,Malampa,2009,Presbyterian,presbyterian,185
Uripiv,island,Malampa,2009,Catholic,catholic,0
Uripiv,island,Malampa,2009,SDA,seventh_day_adventist,12
Uripiv,island,Malampa,2009,Church of Christ,church_of_christ,12
Uripiv,island,Malampa,2009,AOG,assemblies_of_god,0
Uripiv,island,Malampa,2009,NTM,neil_thomas_ministry,85
Uripiv,island,Malampa,2009,Apostolic,apostolic,0
Uripiv,island,Malampa,2009,Others,other,62
Uripiv,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Uripiv,island,Malampa,2009,No religion,no_religion,0
Uripiv,island,Malampa,2009,Refuse to answer,refuse_to_answer,1
Vao,island,Malampa,2009,Total,total,898
Vao,island,Malampa,2009,Anglican,anglican,17
Vao,island,Malampa,2009,Presbyterian,presbyterian,9
Vao,island,Malampa,2009,Catholic,catholic,859
Vao,island,Malampa,2009,SDA,seventh_day_adventist,12
Vao,island,Malampa,2009,Church of Christ,church_of_christ,0
Vao,island,Malampa,2009,AOG,assemblies_of_god,0
Vao,island,Malampa,2009,NTM,neil_thomas_ministry,0
Vao,island,Malampa,2009,Apostolic,apostolic,0
Vao,island,Malampa,2009,Others,other,0
Vao,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Vao,island,Malampa,2009,No religion,no_religion,0
Vao,island,Malampa,2009,Refuse to answer,refuse_to_answer,1
Wala,island,Malampa,2009,Total,total,270
Wala,island,Malampa,2009,Anglican,anglican,6
Wala,island,Malampa,2009,Presbyterian,presbyterian,136
Wala,island,Malampa,2009,Catholic,catholic,109
Wala,island,Malampa,2009,SDA,seventh_day_adventist,13
Wala,island,Malampa,2009,Church of Christ,church_of_christ,2
Wala,island,Malampa,2009,AOG,assemblies_of_god,0
Wala,island,Malampa,2009,NTM,neil_thomas_ministry,0
Wala,island,Malampa,2009,Apostolic,apostolic,0
Wala,island,Malampa,2009,Others,other,4
Wala,island,Malampa,2009,Customary beliefs,customary_beliefs,0
Wala,island,Malampa,2009,No religion,no_religion,0
Wala,island,Malampa,2009,Refuse to answer,refuse_to_answer,0
SHEFA,province,Shefa,2009,Total,total,78723
SHEFA,province,Shefa,2009,Anglican,anglican,5639
SHEFA,province,Shefa,2009,Presbyterian,presbyterian,29705
SHEFA,province,Shefa,2009,Catholic,catholic,7193
SHEFA,province,Shefa,2009,SDA,seventh_day_adventist,11140
SHEFA,province,Shefa,2009,Church of Christ,church_of_christ,2390
SHEFA,province,Shefa,2009,AOG,assemblies_of_god,4842
SHEFA,province,Shefa,2009,NTM,neil_thomas_ministry,3104
SHEFA,province,Shefa,2009,Apostolic,apostolic,1545
SHEFA,province,Shefa,2009,Others,other,11201
SHEFA,province,Shefa,2009,Customary beliefs,customary_beliefs,810
SHEFA,province,Shefa,2009,No religion,no_religion,926
SHEFA,province,Shefa,2009,Refuse to answer,refuse_to_answer,228
Buninga,island,Shefa,2009,Total,total,128
Buninga,island,Shefa,2009,Anglican,anglican,2
Buninga,island,Shefa,2009,Presbyterian,presbyterian,18
Buninga,island,Shefa,2009,Catholic,catholic,0
Buninga,island,Shefa,2009,SDA,seventh_day_adventist,108
Buninga,island,Shefa,2009,Church of Christ,church_of_christ,0
Buninga,island,Shefa,2009,AOG,assemblies_of_god,0
Buninga,island,Shefa,2009,NTM,neil_thomas_ministry,0
Buninga,island,Shefa,2009,Apostolic,apostolic,0
Buninga,island,Shefa,2009,Others,other,0
Buninga,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Buninga,island,Shefa,2009,No religion,no_religion,0
Buninga,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Efate,island,Shefa,2009,Total,total,65734
Efate,island,Shefa,2009,Anglican,anglican,5227
Efate,island,Shefa,2009,Presbyterian,presbyterian,22363
Efate,island,Shefa,2009,Catholic,catholic,7058
Efate,island,Shefa,2009,SDA,seventh_day_adventist,9411
Efate,island,Shefa,2009,Church of Christ,church_of_christ,2292
Efate,island,Shefa,2009,AOG,assemblies_of_god,4042
Efate,island,Shefa,2009,NTM,neil_thomas_ministry,2862
Efate,island,Shefa,2009,Apostolic,apostolic,1426
Efate,island,Shefa,2009,Others,other,9224
Efate,island,Shefa,2009,Customary beliefs,customary_beliefs,714
Efate,island,Shefa,2009,No religion,no_religion,902
Efate,island,Shefa,2009,Refuse to answer,refuse_to_answer,213
Emae,island,Shefa,2009,Total,total,743
Emae,island,Shefa,2009,Anglican,anglican,9
Emae,island,Shefa,2009,Presbyterian,presbyterian,438
Emae,island,Shefa,2009,Catholic,catholic,1
Emae,island,Shefa,2009,SDA,seventh_day_adventist,35
Emae,island,Shefa,2009,Church of Christ,church_of_christ,11
Emae,island,Shefa,2009,AOG,assemblies_of_god,70
Emae,island,Shefa,2009,NTM,neil_thomas_ministry,8
Emae,island,Shefa,2009,Apostolic,apostolic,0
Emae,island,Shefa,2009,Others,other,171
Emae,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Emae,island,Shefa,2009,No religion,no_religion,0
Emae,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Emau,island,Shefa,2009,Total,total,602
Emau,island,Shefa,2009,Anglican,anglican,70
Emau,island,Shefa,2009,Presbyterian,presbyterian,371
Emau,island,Shefa,2009,Catholic,catholic,0
Emau,island,Shefa,2009,SDA,seventh_day_adventist,21
Emau,island,Shefa,2009,Church of Christ,church_of_christ,30
Emau,island,Shefa,2009,AOG,assemblies_of_god,0
Emau,island,Shefa,2009,NTM,neil_thomas_ministry,1
Emau,island,Shefa,2009,Apostolic,apostolic,0
Emau,island,Shefa,2009,Others,other,104
Emau,island,Shefa,2009,Customary beliefs,customary_beliefs,5
Emau,island,Shefa,2009,No religion,no_religion,0
Emau,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Epi,island,Shefa,2009,Total,total,5207
Epi,island,Shefa,2009,Anglican,anglican,123
Epi,island,Shefa,2009,Presbyterian,presbyterian,2740
Epi,island,Shefa,2009,Catholic,catholic,44
Epi,island,Shefa,2009,SDA,seventh_day_adventist,1233
Epi,island,Shefa,2009,Church of Christ,church_of_christ,29
Epi,island,Shefa,2009,AOG,assemblies_of_god,345
Epi,island,Shefa,2009,NTM,neil_thomas_ministry,35
Epi,island,Shefa,2009,Apostolic,apostolic,67
Epi,island,Shefa,2009,Others,other,573
Epi,island,Shefa,2009,Customary beliefs,customary_beliefs,16
Epi,island,Shefa,2009,No religion,no_religion,1
Epi,island,Shefa,2009,Refuse to answer,refuse_to_answer,1
Ifira,island,Shefa,2009,Total,total,811
Ifira,island,Shefa,2009,Anglican,anglican,18
Ifira,island,Shefa,2009,Presbyterian,presbyterian,413
Ifira,island,Shefa,2009,Catholic,catholic,13
Ifira,island,Shefa,2009,SDA,seventh_day_adventist,28
Ifira,island,Shefa,2009,Church of Christ,church_of_christ,22
Ifira,island,Shefa,2009,AOG,assemblies_of_god,265
Ifira,island,Shefa,2009,NTM,neil_thomas_ministry,12
Ifira,island,Shefa,2009,Apostolic,apostolic,10
Ifira,island,Shefa,2009,Others,other,14
Ifira,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Ifira,island,Shefa,2009,No religion,no_religion,3
Ifira,island,Shefa,2009,Refuse to answer,refuse_to_answer,13
Iririki,island,Shefa,2009,Total,total,98
Iririki,island,Shefa,2009,Anglican,anglican,5
Iririki,island,Shefa,2009,Presbyterian,presbyterian,9
Iririki,island,Shefa,2009,Catholic,catholic,3
Iririki,island,Shefa,2009,SDA,seventh_day_adventist,2
Iririki,island,Shefa,2009,Church of Christ,church_of_christ,0
Iririki,island,Shefa,2009,AOG,assemblies_of_god,0
Iririki,island,Shefa,2009,NTM,neil_thomas_ministry,0
Iririki,island,Shefa,2009,Apostolic,apostolic,0
Iririki,island,Shefa,2009,Others,other,0
Iririki,island,Shefa,2009,Customary beliefs,customary_beliefs,65
Iririki,island,Shefa,2009,No religion,no_religion,14
Iririki,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Kakula,island,Shefa,2009,Total,total,4
Kakula,island,Shefa,2009,Anglican,anglican,0
Kakula,island,Shefa,2009,Presbyterian,presbyterian,0
Kakula,island,Shefa,2009,Catholic,catholic,0
Kakula,island,Shefa,2009,SDA,seventh_day_adventist,0
Kakula,island,Shefa,2009,Church of Christ,church_of_christ,0
Kakula,island,Shefa,2009,AOG,assemblies_of_god,0
Kakula,island,Shefa,2009,NTM,neil_thomas_ministry,0
Kakula,island,Shefa,2009,Apostolic,apostolic,4
Kakula,island,Shefa,2009,Others,other,0
Kakula,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Kakula,island,Shefa,2009,No religion,no_religion,0
Kakula,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Lamen,island,Shefa,2009,Total,total,440
Lamen,island,Shefa,2009,Anglican,anglican,2
Lamen,island,Shefa,2009,Presbyterian,presbyterian,326
Lamen,island,Shefa,2009,Catholic,catholic,7
Lamen,island,Shefa,2009,SDA,seventh_day_adventist,0
Lamen,island,Shefa,2009,Church of Christ,church_of_christ,0
Lamen,island,Shefa,2009,AOG,assemblies_of_god,103
Lamen,island,Shefa,2009,NTM,neil_thomas_ministry,0
Lamen,island,Shefa,2009,Apostolic,apostolic,0
Lamen,island,Shefa,2009,Others,other,2
Lamen,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Lamen,island,Shefa,2009,No religion,no_religion,0
Lamen,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Lelepa,island,Shefa,2009,Total,total,387
Lelepa,island,Shefa,2009,Anglican,anglican,1
Lelepa,island,Shefa,2009,Presbyterian,presbyterian,354
Lelepa,island,Shefa,2009,Catholic,catholic,0
Lelepa,island,Shefa,2009,SDA,seventh_day_adventist,29
Lelepa,island,Shefa,2009,Church of Christ,church_of_christ,0
Lelepa,island,Shefa,2009,AOG,assemblies_of_god,1
Lelepa,island,Shefa,2009,NTM,neil_thomas_ministry,0
Lelepa,island,Shefa,2009,Apostolic,apostolic,0
Lelepa,island,Shefa,2009,Others,other,2
Lelepa,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Lelepa,island,Shefa,2009,No religion,no_religion,0
Lelepa,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Makira,island,Shefa,2009,Total,total,106
Makira,island,Shefa,2009,Anglican,anglican,0
Makira,island,Shefa,2009,Presbyterian,presbyterian,91
Makira,island,Shefa,2009,Catholic,catholic,0
Makira,island,Shefa,2009,SDA,seventh_day_adventist,0
Makira,island,Shefa,2009,Church of Christ,church_of_christ,0
Makira,island,Shefa,2009,AOG,assemblies_of_god,0
Makira,island,Shefa,2009,NTM,neil_thomas_ministry,0
Makira,island,Shefa,2009,Apostolic,apostolic,0
Makira,island,Shefa,2009,Others,other,15
Makira,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Makira,island,Shefa,2009,No religion,no_religion,0
Makira,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Mataso,island,Shefa,2009,Total,total,74
Mataso,island,Shefa,2009,Anglican,anglican,0
Mataso,island,Shefa,2009,Presbyterian,presbyterian,45
Mataso,island,Shefa,2009,Catholic,catholic,0
Mataso,island,Shefa,2009,SDA,seventh_day_adventist,1
Mataso,island,Shefa,2009,Church of Christ,church_of_christ,0
Mataso,island,Shefa,2009,AOG,assemblies_of_god,0
Mataso,island,Shefa,2009,NTM,neil_thomas_ministry,0
Mataso,island,Shefa,2009,Apostolic,apostolic,0
Mataso,island,Shefa,2009,Others,other,28
Mataso,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Mataso,island,Shefa,2009,No religion,no_religion,0
Mataso,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Moso,island,Shefa,2009,Total,total,237
Moso,island,Shefa,2009,Anglican,anglican,1
Moso,island,Shefa,2009,Presbyterian,presbyterian,60
Moso,island,Shefa,2009,Catholic,catholic,0
Moso,island,Shefa,2009,SDA,seventh_day_adventist,4
Moso,island,Shefa,2009,Church of Christ,church_of_christ,2
Moso,island,Shefa,2009,AOG,assemblies_of_god,0
Moso,island,Shefa,2009,NTM,neil_thomas_ministry,6
Moso,island,Shefa,2009,Apostolic,apostolic,38
Moso,island,Shefa,2009,Others,other,126
Moso,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Moso,island,Shefa,2009,No religion,no_religion,0
Moso,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Nguna,island,Shefa,2009,Total,total,1255
Nguna,island,Shefa,2009,Anglican,anglican,107
Nguna,island,Shefa,2009,Presbyterian,presbyterian,858
Nguna,island,Shefa,2009,Catholic,catholic,7
Nguna,island,Shefa,2009,SDA,seventh_day_adventist,79
Nguna,island,Shefa,2009,Church of Christ,church_of_christ,0
Nguna,island,Shefa,2009,AOG,assemblies_of_god,7
Nguna,island,Shefa,2009,NTM,neil_thomas_ministry,22
Nguna,island,Shefa,2009,Apostolic,apostolic,0
Nguna,island,Shefa,2009,Others,other,172
Nguna,island,Shefa,2009,Customary beliefs,customary_beliefs,2
Nguna,island,Shefa,2009,No religion,no_religion,1
Nguna,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Pele,island,Shefa,2009,Total,total,330
Pele,island,Shefa,2009,Anglican,anglican,8
Pele,island,Shefa,2009,Presbyterian,presbyterian,199
Pele,island,Shefa,2009,Catholic,catholic,2
Pele,island,Shefa,2009,SDA,seventh_day_adventist,2
Pele,island,Shefa,2009,Church of Christ,church_of_christ,0
Pele,island,Shefa,2009,AOG,assemblies_of_god,0
Pele,island,Shefa,2009,NTM,neil_thomas_ministry,113
Pele,island,Shefa,2009,Apostolic,apostolic,0
Pele,island,Shefa,2009,Others,other,4
Pele,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Pele,island,Shefa,2009,No religion,no_religion,2
Pele,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Tongariki,island,Shefa,2009,Total,total,267
Tongariki,island,Shefa,2009,Anglican,anglican,13
Tongariki,island,Shefa,2009,Presbyterian,presbyterian,107
Tongariki,island,Shefa,2009,Catholic,catholic,0
Tongariki,island,Shefa,2009,SDA,seventh_day_adventist,0
Tongariki,island,Shefa,2009,Church of Christ,church_of_christ,0
Tongariki,island,Shefa,2009,AOG,assemblies_of_god,0
Tongariki,island,Shefa,2009,NTM,neil_thomas_ministry,0
Tongariki,island,Shefa,2009,Apostolic,apostolic,0
Tongariki,island,Shefa,2009,Others,other,147
Tongariki,island,Shefa,2009,Customary beliefs,customary_beliefs,0
Tongariki,island,Shefa,2009,No religion,no_religion,0
Tongariki,island,Shefa,2009,Refuse to answer,refuse_to_answer,0
Tongoa,island,Shefa,2009,Total,total,2300
Tongoa,island,Shefa,2009,Anglican,anglican,53
Tongoa,island,Shefa,2009,Presbyterian,presbyterian,1313
Tongoa,island,Shefa,2009,Catholic,catholic,58
Tongoa,island,Shefa,2009,SDA,seventh_day_adventist,187
Tongoa,island,Shefa,2009,Church of Christ,church_of_christ,4
Tongoa,island,Shefa,2009,AOG,assemblies_of_god,9
Tongoa,island,Shefa,2009,NTM,neil_thomas_ministry,45
Tongoa,island,Shefa,2009,Apostolic,apostolic,0
Tongoa,island,Shefa,2009,Others,other,619
Tongoa,island,Shefa,2009,Customary beliefs,customary_beliefs,8
Tongoa,island,Shefa,2009,No religion,no_religion,3
Tongoa,island,Shefa,2009,Refuse to answer,refuse_to_answer,1
TAFEA,province,Tafea,2009,Total,total,32540
TAFEA,province,Tafea,2009,Anglican,anglican,1171
TAFEA,province,Tafea,2009,Presbyterian,presbyterian,7375
TAFEA,province,Tafea,2009,Catholic,catholic,3131
TAFEA,province,Tafea,2009,SDA,seventh_day_adventist,3689
TAFEA,province,Tafea,2009,Church of Christ,church_of_christ,473
TAFEA,province,Tafea,2009,AOG,assemblies_of_god,2469
TAFEA,province,Tafea,2009,NTM,neil_thomas_ministry,803
TAFEA,province,Tafea,2009,Apostolic,apostolic,609
TAFEA,province,Tafea,2009,Others,other,5504
TAFEA,province,Tafea,2009,Customary beliefs,customary_beliefs,6266
TAFEA,province,Tafea,2009,No religion,no_religion,938
TAFEA,province,Tafea,2009,Refuse to answer,refuse_to_answer,112
Aneityum,island,Tafea,2009,Total,total,915
Aneityum,island,Tafea,2009,Anglican,anglican,23
Aneityum,island,Tafea,2009,Presbyterian,presbyterian,350
Aneityum,island,Tafea,2009,Catholic,catholic,180
Aneityum,island,Tafea,2009,SDA,seventh_day_adventist,310
Aneityum,island,Tafea,2009,Church of Christ,church_of_christ,0
Aneityum,island,Tafea,2009,AOG,assemblies_of_god,52
Aneityum,island,Tafea,2009,NTM,neil_thomas_ministry,0
Aneityum,island,Tafea,2009,Apostolic,apostolic,0
Aneityum,island,Tafea,2009,Others,other,0
Aneityum,island,Tafea,2009,Customary beliefs,customary_beliefs,0
Aneityum,island,Tafea,2009,No religion,no_religion,0
Aneityum,island,Tafea,2009,Refuse to answer,refuse_to_answer,0
Aniwa,island,Tafea,2009,Total,total,341
Aniwa,island,Tafea,2009,Anglican,anglican,3
Aniwa,island,Tafea,2009,Presbyterian,presbyterian,53
Aniwa,island,Tafea,2009,Catholic,catholic,0
Aniwa,island,Tafea,2009,SDA,seventh_day_adventist,7
Aniwa,island,Tafea,2009,Church of Christ,church_of_christ,0
Aniwa,island,Tafea,2009,AOG,assemblies_of_god,0
Aniwa,island,Tafea,2009,NTM,neil_thomas_ministry,0
Aniwa,island,Tafea,2009,Apostolic,apostolic,19
Aniwa,island,Tafea,2009,Others,other,259
Aniwa,island,Tafea,2009,Customary beliefs,customary_beliefs,0
Aniwa,island,Tafea,2009,No religion,no_religion,0
Aniwa,island,Tafea,2009,Refuse to answer,refuse_to_answer,0
Erromango,island,Tafea,2009,Total,total,1959
Erromango,island,Tafea,2009,Anglican,anglican,20
Erromango,island,Tafea,2009,Presbyterian,presbyterian,716
Erromango,island,Tafea,2009,Catholic,catholic,5
Erromango,island,Tafea,2009,SDA,seventh_day_adventist,708
Erromango,island,Tafea,2009,Church of Christ,church_of_christ,9
Erromango,island,Tafea,2009,AOG,assemblies_of_god,133
Erromango,island,Tafea,2009,NTM,neil_thomas_ministry,39
Erromango,island,Tafea,2009,Apostolic,apostolic,122
Erromango,island,Tafea,2009,Others,other,194
Erromango,island,Tafea,2009,Customary beliefs,customary_beliefs,13
Erromango,island,Tafea,2009,No religion,no_religion,0
Erromango,island,Tafea,2009,Refuse to answer,refuse_to_answer,0
Futuna,island,Tafea,2009,Total,total,526
Futuna,island,Tafea,2009,Anglican,anglican,7
Futuna,island,Tafea,2009,Presbyterian,presbyterian,399
Futuna,island,Tafea,2009,Catholic,catholic,0
Futuna,island,Tafea,2009,SDA,seventh_day_adventist,0
Futuna,island,Tafea,2009,Church of Christ,church_of_christ,1
Futuna,island,Tafea,2009,AOG,assemblies_of_god,57
Futuna,island,Tafea,2009,NTM,neil_thomas_ministry,58
Futuna,island,Tafea,2009,Apostolic,apostolic,4
Futuna,island,Tafea,2009,Others,other,0
Futuna,island,Tafea,2009,Customary beliefs,customary_beliefs,0
Futuna,island,Tafea,2009,No religion,no_religion,0
Futuna,island,Tafea,2009,Refuse to answer,refuse_to_answer,0
Tanna,island,Tafea,2009,Total,total,28799
Tanna,island,Tafea,2009,Anglican,anglican,1118
Tanna,island,Tafea,2009,Presbyterian,presbyterian,5857
Tanna,island,Tafea,2009,Catholic,catholic,2946
Tanna,island,Tafea,2009,SDA,seventh_day_adventist,2664
Tanna,island,Tafea,2009,Church of Christ,church_of_christ,463
Tanna,island,Tafea,2009,AOG,assemblies_of_god,2227
Tanna,island,Tafea,2009,NTM,neil_thomas_ministry,706
