geography,geo_level,province,census_year,religion_label_source,religion_label_normalised,count
East Ambae,area_council,Penama,2020,Refuse to answer,refuse_to_answer,0
East Ambae,area_council,Penama,2020,Not Stated,not_stated,0
South Ambae,area_council,Penama,2020,Total,total,1211
South Ambae,area_council,Penama,2020,Presbyterian,presbyterian,6
South Ambae,area_council,Penama,2020,Seventh Day Adventist (SDA),seventh_day_adventist,368
South Ambae,area_council,Penama,2020,Catholic,catholic,2
South Ambae,area_council,Penama,2020,Anglican,anglican,623
South Ambae,area_council,Penama,2020,Churches of Christ,church_of_christ,115
South Ambae,area_council,Penama,2020,Assemblies of God (AOG),assemblies_of_god,13
South Ambae,area_council,Penama,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,0
South Ambae,area_council,Penama,2020,Customary beliefs,customary_beliefs,0
South Ambae,area_council,Penama,2020,Apostolic,apostolic,19
South Ambae,area_council,Penama,2020,Latter Day Saints (Mormon),latter_day_saints,50
South Ambae,area_council,Penama,2020,Other churches,other,15
South Ambae,area_council,Penama,2020,No Religion/Faith,no_religion,0
South Ambae,area_council,Penama,2020,Refuse to answer,refuse_to_answer,0
South Ambae,area_council,Penama,2020,Not Stated,not_stated,0
North Maewo,area_council,Penama,2020,Total,total,2725
North Maewo,area_council,Penama,2020,Presbyterian,presbyterian,8
North Maewo,area_council,Penama,2020,Seventh Day Adventist (SDA),seventh_day_adventist,7
North Maewo,area_council,Penama,2020,Catholic,catholic,7
North Maewo,area_council,Penama,2020,Anglican,anglican,2375
North Maewo,area_council,Penama,2020,Churches of Christ,church_of_christ,323
North Maewo,area_council,Penama,2020,Assemblies of God (AOG),assemblies_of_god,2
North Maewo,area_council,Penama,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,1
North Maewo,area_council,Penama,2020,Customary beliefs,customary_beliefs,1
North Maewo,area_council,Penama,2020,Apostolic,apostolic,0
North Maewo,area_council,Penama,2020,Latter Day Saints (Mormon),latter_day_saints,0
North Maewo,area_council,Penama,2020,Other churches,other,1
North Maewo,area_council,Penama,2020,No Religion/Faith,no_religion,0
North Maewo,area_council,Penama,2020,Refuse to answer,refuse_to_answer,0
North Maewo,area_council,Penama,2020,Not Stated,not_stated,0
South Maewo,area_council,Penama,2020,Total,total,1868
South Maewo,area_council,Penama,2020,Presbyterian,presbyterian,5
South Maewo,area_council,Penama,2020,Seventh Day Adventist (SDA),seventh_day_adventist,341
South Maewo,area_council,Penama,2020,Catholic,catholic,12
South Maewo,area_council,Penama,2020,Anglican,anglican,1012
South Maewo,area_council,Penama,2020,Churches of Christ,church_of_christ,492
South Maewo,area_council,Penama,2020,Assemblies of God (AOG),assemblies_of_god,1
South Maewo,area_council,Penama,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,3
South Maewo,area_council,Penama,2020,Customary beliefs,customary_beliefs,0
South Maewo,area_council,Penama,2020,Apostolic,apostolic,1
South Maewo,area_council,Penama,2020,Latter Day Saints (Mormon),latter_day_saints,0
South Maewo,area_council,Penama,2020,Other churches,other,0
South Maewo,area_council,Penama,2020,No Religion/Faith,no_religion,0
South Maewo,area_council,Penama,2020,Refuse to answer,refuse_to_answer,0
South Maewo,area_council,Penama,2020,Not Stated,not_stated,1
North Pentecost,area_council,Penama,2020,Total,total,6451
North Pentecost,area_council,Penama,2020,Presbyterian,presbyterian,22
North Pentecost,area_council,Penama,2020,Seventh Day Adventist (SDA),seventh_day_adventist,94
North Pentecost,area_council,Penama,2020,Catholic,catholic,354
North Pentecost,area_council,Penama,2020,Anglican,anglican,5446
North Pentecost,area_council,Penama,2020,Churches of Christ,church_of_christ,13
North Pentecost,area_council,Penama,2020,Assemblies of God (AOG),assemblies_of_god,16
North Pentecost,area_council,Penama,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,72
North Pentecost,area_council,Penama,2020,Customary beliefs,customary_beliefs,21
North Pentecost,area_council,Penama,2020,Apostolic,apostolic,3
North Pentecost,area_council,Penama,2020,Latter Day Saints (Mormon),latter_day_saints,2
North Pentecost,area_council,Penama,2020,Other churches,other,404
North Pentecost,area_council,Penama,2020,No Religion/Faith,no_religion,3
North Pentecost,area_council,Penama,2020,Refuse to answer,refuse_to_answer,1
North Pentecost,area_council,Penama,2020,Not Stated,not_stated,0
Central Pentecost 1,area_council,Penama,2020,Total,total,3405
Central Pentecost 1,area_council,Penama,2020,Presbyterian,presbyterian,16
Central Pentecost 1,area_council,Penama,2020,Seventh Day Adventist (SDA),seventh_day_adventist,179
Central Pentecost 1,area_council,Penama,2020,Catholic,catholic,662
Central Pentecost 1,area_council,Penama,2020,Anglican,anglican,1162
Central Pentecost 1,area_council,Penama,2020,Churches of Christ,church_of_christ,1081
Central Pentecost 1,area_council,Penama,2020,Assemblies of God (AOG),assemblies_of_god,1
Central Pentecost 1,area_council,Penama,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,148
Central Pentecost 1,area_council,Penama,2020,Customary beliefs,customary_beliefs,0
Central Pentecost 1,area_council,Penama,2020,Apostolic,apostolic,13
Central Pentecost 1,area_council,Penama,2020,Latter Day Saints (Mormon),latter_day_saints,0
Central Pentecost 1,area_council,Penama,2020,Other churches,other,136
Central Pentecost 1,area_council,Penama,2020,No Religion/Faith,no_religion,6
Central Pentecost 1,area_council,Penama,2020,Refuse to answer,refuse_to_answer,0
Central Pentecost 1,area_council,Penama,2020,Not Stated,not_stated,1
Central Pentecost 2,area_council,Penama,2020,Total,total,4837
Central Pentecost 2,area_council,Penama,2020,Presbyterian,presbyterian,28
Central Pentecost 2,area_council,Penama,2020,Seventh Day Adventist (SDA),seventh_day_adventist,14
Central Pentecost 2,area_council,Penama,2020,Catholic,catholic,3537
Central Pentecost 2,area_council,Penama,2020,Anglican,anglican,1147
Central Pentecost 2,area_council,Penama,2020,Churches of Christ,church_of_christ,59
Central Pentecost 2,area_council,Penama,2020,Assemblies of God (AOG),assemblies_of_god,3
Central Pentecost 2,area_council,Penama,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,2
Central Pentecost 2,area_council,Penama,2020,Customary beliefs,customary_beliefs,15
Central Pentecost 2,area_council,Penama,2020,Apostolic,apostolic,2
Central Pentecost 2,area_council,Penama,2020,Latter Day Saints (Mormon),latter_day_saints,0
Central Pentecost 2,area_council,Penama,2020,Other churches,other,29
Central Pentecost 2,area_council,Penama,2020,No Religion/Faith,no_religion,0
Central Pentecost 2,area_council,Penama,2020,Refuse to answer,refuse_to_answer,1
Central Pentecost 2,area_council,Penama,2020,Not Stated,not_stated,0
South Pentecost,area_council,Penama,2020,Total,total,5632
South Pentecost,area_council,Penama,2020,Presbyterian,presbyterian,57
South Pentecost,area_council,Penama,2020,Seventh Day Adventist (SDA),seventh_day_adventist,92
South Pentecost,area_council,Penama,2020,Catholic,catholic,2188
South Pentecost,area_council,Penama,2020,Anglican,anglican,423
South Pentecost,area_council,Penama,2020,Churches of Christ,church_of_christ,1828
South Pentecost,area_council,Penama,2020,Assemblies of God (AOG),assemblies_of_god,32
South Pentecost,area_council,Penama,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,83
South Pentecost,area_council,Penama,2020,Customary beliefs,customary_beliefs,790
South Pentecost,area_council,Penama,2020,Apostolic,apostolic,4
South Pentecost,area_council,Penama,2020,Latter Day Saints (Mormon),latter_day_saints,3
South Pentecost,area_council,Penama,2020,Other churches,other,94
South Pentecost,area_council,Penama,2020,No Religion/Faith,no_religion,30
South Pentecost,area_council,Penama,2020,Refuse to answer,refuse_to_answer,7
South Pentecost,area_council,Penama,2020,Not Stated,not_stated,0
MALAMPA,province,Malampa,2020,Total,total,41506
MALAMPA,province,Malampa,2020,Presbyterian,presbyterian,18220
MALAMPA,province,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,7113
MALAMPA,province,Malampa,2020,Catholic,catholic,7910
MALAMPA,province,Malampa,2020,Anglican,anglican,172
MALAMPA,province,Malampa,2020,Churches of Christ,church_of_christ,308
MALAMPA,province,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,1464
MALAMPA,province,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,1597
MALAMPA,province,Malampa,2020,Customary beliefs,customary_beliefs,8
MALAMPA,province,Malampa,2020,Apostolic,apostolic,448
MALAMPA,province,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,699
MALAMPA,province,Malampa,2020,Other churches,other,3547
MALAMPA,province,Malampa,2020,No Religion/Faith,no_religion,11
MALAMPA,province,Malampa,2020,Refuse to answer,refuse_to_answer,8
MALAMPA,province,Malampa,2020,Not Stated,not_stated,2
North West Malekula,area_council,Malampa,2020,Total,total,5325
North West Malekula,area_council,Malampa,2020,Presbyterian,presbyterian,945
North West Malekula,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,1787
North West Malekula,area_council,Malampa,2020,Catholic,catholic,981
North West Malekula,area_council,Malampa,2020,Anglican,anglican,16
North West Malekula,area_council,Malampa,2020,Churches of Christ,church_of_christ,61
North West Malekula,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,594
North West Malekula,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,38
North West Malekula,area_council,Malampa,2020,Customary beliefs,customary_beliefs,1
North West Malekula,area_council,Malampa,2020,Apostolic,apostolic,136
North West Malekula,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,116
North West Malekula,area_council,Malampa,2020,Other churches,other,646
North West Malekula,area_council,Malampa,2020,No Religion/Faith,no_religion,5
North West Malekula,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
North West Malekula,area_council,Malampa,2020,Not Stated,not_stated,0
North East Malekula,area_council,Malampa,2020,Total,total,6748
North East Malekula,area_council,Malampa,2020,Presbyterian,presbyterian,1278
North East Malekula,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,1276
North East Malekula,area_council,Malampa,2020,Catholic,catholic,3120
North East Malekula,area_council,Malampa,2020,Anglican,anglican,18
North East Malekula,area_council,Malampa,2020,Churches of Christ,church_of_christ,108
North East Malekula,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,230
North East Malekula,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,120
North East Malekula,area_council,Malampa,2020,Customary beliefs,customary_beliefs,0
North East Malekula,area_council,Malampa,2020,Apostolic,apostolic,10
North East Malekula,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,169
North East Malekula,area_council,Malampa,2020,Other churches,other,420
North East Malekula,area_council,Malampa,2020,No Religion/Faith,no_religion,0
North East Malekula,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
North East Malekula,area_council,Malampa,2020,Not Stated,not_stated,0
Central Malekula,area_council,Malampa,2020,Total,total,6335
Central Malekula,area_council,Malampa,2020,Presbyterian,presbyterian,3146
Central Malekula,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,898
Central Malekula,area_council,Malampa,2020,Catholic,catholic,634
Central Malekula,area_council,Malampa,2020,Anglican,anglican,47
Central Malekula,area_council,Malampa,2020,Churches of Christ,church_of_christ,73
Central Malekula,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,266
Central Malekula,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,300
Central Malekula,area_council,Malampa,2020,Customary beliefs,customary_beliefs,0
Central Malekula,area_council,Malampa,2020,Apostolic,apostolic,67
Central Malekula,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,296
Central Malekula,area_council,Malampa,2020,Other churches,other,602
Central Malekula,area_council,Malampa,2020,No Religion/Faith,no_religion,2
Central Malekula,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,5
Central Malekula,area_council,Malampa,2020,Not Stated,not_stated,0
South West Malekula,area_council,Malampa,2020,Total,total,3635
South West Malekula,area_council,Malampa,2020,Presbyterian,presbyterian,2165
South West Malekula,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,216
South West Malekula,area_council,Malampa,2020,Catholic,catholic,228
South West Malekula,area_council,Malampa,2020,Anglican,anglican,10
South West Malekula,area_council,Malampa,2020,Churches of Christ,church_of_christ,35
South West Malekula,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,9
South West Malekula,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,41
South West Malekula,area_council,Malampa,2020,Customary beliefs,customary_beliefs,6
South West Malekula,area_council,Malampa,2020,Apostolic,apostolic,4
South West Malekula,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,0
South West Malekula,area_council,Malampa,2020,Other churches,other,920
South West Malekula,area_council,Malampa,2020,No Religion/Faith,no_religion,1
South West Malekula,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
South West Malekula,area_council,Malampa,2020,Not Stated,not_stated,0
South East Malekula,area_council,Malampa,2020,Total,total,5226
South East Malekula,area_council,Malampa,2020,Presbyterian,presbyterian,3459
South East Malekula,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,611
South East Malekula,area_council,Malampa,2020,Catholic,catholic,25
South East Malekula,area_council,Malampa,2020,Anglican,anglican,17
South East Malekula,area_council,Malampa,2020,Churches of Christ,church_of_christ,20
South East Malekula,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,49
South East Malekula,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,408
South East Malekula,area_council,Malampa,2020,Customary beliefs,customary_beliefs,0
South East Malekula,area_council,Malampa,2020,Apostolic,apostolic,12
South East Malekula,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,101
South East Malekula,area_council,Malampa,2020,Other churches,other,519
South East Malekula,area_council,Malampa,2020,No Religion/Faith,no_religion,1
South East Malekula,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,2
South East Malekula,area_council,Malampa,2020,Not Stated,not_stated,0
South Malekula,area_council,Malampa,2020,Total,total,4472
South Malekula,area_council,Malampa,2020,Presbyterian,presbyterian,2606
South Malekula,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,211
South Malekula,area_council,Malampa,2020,Catholic,catholic,1268
South Malekula,area_council,Malampa,2020,Anglican,anglican,30
South Malekula,area_council,Malampa,2020,Churches of Christ,church_of_christ,2
South Malekula,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,154
South Malekula,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,56
South Malekula,area_council,Malampa,2020,Customary beliefs,customary_beliefs,1
South Malekula,area_council,Malampa,2020,Apostolic,apostolic,28
South Malekula,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,14
South Malekula,area_council,Malampa,2020,Other churches,other,99
South Malekula,area_council,Malampa,2020,No Religion/Faith,no_religion,0
South Malekula,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
South Malekula,area_council,Malampa,2020,Not Stated,not_stated,2
North Ambrym,area_council,Malampa,2020,Total,total,3590
North Ambrym,area_council,Malampa,2020,Presbyterian,presbyterian,1243
North Ambrym,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,903
North Ambrym,area_council,Malampa,2020,Catholic,catholic,808
North Ambrym,area_council,Malampa,2020,Anglican,anglican,16
North Ambrym,area_council,Malampa,2020,Churches of Christ,church_of_christ,2
North Ambrym,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,82
North Ambrym,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,308
North Ambrym,area_council,Malampa,2020,Customary beliefs,customary_beliefs,0
North Ambrym,area_council,Malampa,2020,Apostolic,apostolic,108
North Ambrym,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,0
North Ambrym,area_council,Malampa,2020,Other churches,other,119
North Ambrym,area_council,Malampa,2020,No Religion/Faith,no_religion,2
North Ambrym,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
North Ambrym,area_council,Malampa,2020,Not Stated,not_stated,0
West Ambrym,area_council,Malampa,2020,Total,total,2722
West Ambrym,area_council,Malampa,2020,Presbyterian,presbyterian,916
West Ambrym,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,660
West Ambrym,area_council,Malampa,2020,Catholic,catholic,738
West Ambrym,area_council,Malampa,2020,Anglican,anglican,7
West Ambrym,area_council,Malampa,2020,Churches of Christ,church_of_christ,5
West Ambrym,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,16
West Ambrym,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,175
West Ambrym,area_council,Malampa,2020,Customary beliefs,customary_beliefs,0
West Ambrym,area_council,Malampa,2020,Apostolic,apostolic,56
West Ambrym,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,2
West Ambrym,area_council,Malampa,2020,Other churches,other,147
West Ambrym,area_council,Malampa,2020,No Religion/Faith,no_religion,0
West Ambrym,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
West Ambrym,area_council,Malampa,2020,Not Stated,not_stated,0
South East Ambrym,area_council,Malampa,2020,Total,total,1930
South East Ambrym,area_council,Malampa,2020,Presbyterian,presbyterian,1610
South East Ambrym,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,134
South East Ambrym,area_council,Malampa,2020,Catholic,catholic,103
South East Ambrym,area_council,Malampa,2020,Anglican,anglican,2
South East Ambrym,area_council,Malampa,2020,Churches of Christ,church_of_christ,0
South East Ambrym,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,3
South East Ambrym,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,8
South East Ambrym,area_council,Malampa,2020,Customary beliefs,customary_beliefs,0
South East Ambrym,area_council,Malampa,2020,Apostolic,apostolic,1
South East Ambrym,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,0
South East Ambrym,area_council,Malampa,2020,Other churches,other,69
South East Ambrym,area_council,Malampa,2020,No Religion/Faith,no_religion,0
South East Ambrym,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
South East Ambrym,area_council,Malampa,2020,Not Stated,not_stated,0
Paama,area_council,Malampa,2020,Total,total,1522
Paama,area_council,Malampa,2020,Presbyterian,presbyterian,852
Paama,area_council,Malampa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,417
Paama,area_council,Malampa,2020,Catholic,catholic,5
Paama,area_council,Malampa,2020,Anglican,anglican,10
Paama,area_council,Malampa,2020,Churches of Christ,church_of_christ,2
Paama,area_council,Malampa,2020,Assemblies of God (AOG),assemblies_of_god,60
Paama,area_council,Malampa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,144
Paama,area_council,Malampa,2020,Customary beliefs,customary_beliefs,0
Paama,area_council,Malampa,2020,Apostolic,apostolic,26
Paama,area_council,Malampa,2020,Latter Day Saints (Mormon),latter_day_saints,1
Paama,area_council,Malampa,2020,Other churches,other,6
Paama,area_council,Malampa,2020,No Religion/Faith,no_religion,0
Paama,area_council,Malampa,2020,Refuse to answer,refuse_to_answer,0
Paama,area_council,Malampa,2020,Not Stated,not_stated,0
SHEFA,province,Shefa,2020,Total,total,54108
SHEFA,province,Shefa,2020,Presbyterian,presbyterian,22002
SHEFA,province,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,9093
SHEFA,province,Shefa,2020,Catholic,catholic,2788
SHEFA,province,Shefa,2020,Anglican,anglican,1390
SHEFA,province,Shefa,2020,Churches of Christ,church_of_christ,1160
SHEFA,province,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,4131
SHEFA,province,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,2165
SHEFA,province,Shefa,2020,Customary beliefs,customary_beliefs,138
SHEFA,province,Shefa,2020,Apostolic,apostolic,959
SHEFA,province,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,935
SHEFA,province,Shefa,2020,Other churches,other,8884
SHEFA,province,Shefa,2020,No Religion/Faith,no_religion,320
SHEFA,province,Shefa,2020,Refuse to answer,refuse_to_answer,136
SHEFA,province,Shefa,2020,Not Stated,not_stated,6
Vermali,area_council,Shefa,2020,Total,total,2279
Vermali,area_council,Shefa,2020,Presbyterian,presbyterian,1623
Vermali,area_council,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,226
Vermali,area_council,Shefa,2020,Catholic,catholic,6
Vermali,area_council,Shefa,2020,Anglican,anglican,8
Vermali,area_council,Shefa,2020,Churches of Christ,church_of_christ,8
Vermali,area_council,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,303
Vermali,area_council,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,1
Vermali,area_council,Shefa,2020,Customary beliefs,customary_beliefs,1
Vermali,area_council,Shefa,2020,Apostolic,apostolic,9
Vermali,area_council,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,0
Vermali,area_council,Shefa,2020,Other churches,other,92
Vermali,area_council,Shefa,2020,No Religion/Faith,no_religion,0
Vermali,area_council,Shefa,2020,Refuse to answer,refuse_to_answer,1
Vermali,area_council,Shefa,2020,Not Stated,not_stated,0
Vermaul,area_council,Shefa,2020,Total,total,1766
Vermaul,area_council,Shefa,2020,Presbyterian,presbyterian,970
Vermaul,area_council,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,256
Vermaul,area_council,Shefa,2020,Catholic,catholic,54
Vermaul,area_council,Shefa,2020,Anglican,anglican,3
Vermaul,area_council,Shefa,2020,Churches of Christ,church_of_christ,4
Vermaul,area_council,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,275
Vermaul,area_council,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,35
Vermaul,area_council,Shefa,2020,Customary beliefs,customary_beliefs,0
Vermaul,area_council,Shefa,2020,Apostolic,apostolic,6
Vermaul,area_council,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,3
Vermaul,area_council,Shefa,2020,Other churches,other,158
Vermaul,area_council,Shefa,2020,No Religion/Faith,no_religion,0
Vermaul,area_council,Shefa,2020,Refuse to answer,refuse_to_answer,2
Vermaul,area_council,Shefa,2020,Not Stated,not_stated,0
Varisu,area_council,Shefa,2020,Total,total,2007
Varisu,area_council,Shefa,2020,Presbyterian,presbyterian,1224
Varisu,area_council,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,579
Varisu,area_council,Shefa,2020,Catholic,catholic,8
Varisu,area_council,Shefa,2020,Anglican,anglican,9
Varisu,area_council,Shefa,2020,Churches of Christ,church_of_christ,0
Varisu,area_council,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,2
Varisu,area_council,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,0
Varisu,area_council,Shefa,2020,Customary beliefs,customary_beliefs,0
Varisu,area_council,Shefa,2020,Apostolic,apostolic,63
Varisu,area_council,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,0
Varisu,area_council,Shefa,2020,Other churches,other,122
Varisu,area_council,Shefa,2020,No Religion/Faith,no_religion,0
Varisu,area_council,Shefa,2020,Refuse to answer,refuse_to_answer,0
Varisu,area_council,Shefa,2020,Not Stated,not_stated,0
South Epi,area_council,Shefa,2020,Total,total,1751
South Epi,area_council,Shefa,2020,Presbyterian,presbyterian,190
South Epi,area_council,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,776
South Epi,area_council,Shefa,2020,Catholic,catholic,1
South Epi,area_council,Shefa,2020,Anglican,anglican,0
South Epi,area_council,Shefa,2020,Churches of Christ,church_of_christ,1
South Epi,area_council,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,0
South Epi,area_council,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,0
South Epi,area_council,Shefa,2020,Customary beliefs,customary_beliefs,0
South Epi,area_council,Shefa,2020,Apostolic,apostolic,0
South Epi,area_council,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,0
South Epi,area_council,Shefa,2020,Other churches,other,783
South Epi,area_council,Shefa,2020,No Religion/Faith,no_religion,0
South Epi,area_council,Shefa,2020,Refuse to answer,refuse_to_answer,0
South Epi,area_council,Shefa,2020,Not Stated,not_stated,0
North Tongoa,area_council,Shefa,2020,Total,total,1587
North Tongoa,area_council,Shefa,2020,Presbyterian,presbyterian,892
North Tongoa,area_council,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,192
North Tongoa,area_council,Shefa,2020,Catholic,catholic,50
North Tongoa,area_council,Shefa,2020,Anglican,anglican,4
North Tongoa,area_council,Shefa,2020,Churches of Christ,church_of_christ,0
North Tongoa,area_council,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,20
North Tongoa,area_council,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,17
North Tongoa,area_council,Shefa,2020,Customary beliefs,customary_beliefs,0
North Tongoa,area_council,Shefa,2020,Apostolic,apostolic,4
North Tongoa,area_council,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,1
North Tongoa,area_council,Shefa,2020,Other churches,other,409
North Tongoa,area_council,Shefa,2020,No Religion/Faith,no_religion,0
North Tongoa,area_council,Shefa,2020,Refuse to answer,refuse_to_answer,0
North Tongoa,area_council,Shefa,2020,Not Stated,not_stated,0
Tongariki,area_council,Shefa,2020,Total,total,1022
Tongariki,area_council,Shefa,2020,Presbyterian,presbyterian,499
Tongariki,area_council,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,163
Tongariki,area_council,Shefa,2020,Catholic,catholic,3
Tongariki,area_council,Shefa,2020,Anglican,anglican,0
Tongariki,area_council,Shefa,2020,Churches of Christ,church_of_christ,0
Tongariki,area_council,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,0
Tongariki,area_council,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,1
Tongariki,area_council,Shefa,2020,Customary beliefs,customary_beliefs,0
Tongariki,area_council,Shefa,2020,Apostolic,apostolic,1
Tongariki,area_council,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,1
Tongariki,area_council,Shefa,2020,Other churches,other,354
Tongariki,area_council,Shefa,2020,No Religion/Faith,no_religion,0
Tongariki,area_council,Shefa,2020,Refuse to answer,refuse_to_answer,0
Tongariki,area_council,Shefa,2020,Not Stated,not_stated,0
Makimae,area_council,Shefa,2020,Total,total,1091
Makimae,area_council,Shefa,2020,Presbyterian,presbyterian,588
Makimae,area_council,Shefa,2020,Seventh Day Adventist (SDA),seventh_day_adventist,132
Makimae,area_council,Shefa,2020,Catholic,catholic,8
Makimae,area_council,Shefa,2020,Anglican,anglican,0
Makimae,area_council,Shefa,2020,Churches of Christ,church_of_christ,2
Makimae,area_council,Shefa,2020,Assemblies of God (AOG),assemblies_of_god,112
Makimae,area_council,Shefa,2020,Neil Thomas Ministry / Inner Life Ministry,neil_thomas_ministry,1
Makimae,area_council,Shefa,2020,Customary beliefs,customary_beliefs,0
Makimae,area_council,Shefa,2020,Apostolic,apostolic,0
Makimae,area_council,Shefa,2020,Latter Day Saints (Mormon),latter_day_saints,0
Makimae,area_council,Shefa,2020,Other churches,other,248
Makimae,area_council,Shefa,2020,No Religion/Faith,no_religion,0
Makimae,area_council,Shefa,2020,Refuse to answer,refuse_to_answer,0
Makimae,area_council,Shefa,2020,Not Stated,not_stated,0
Nguna,area_council,Shefa,2020,Total,total,1790
