Census Year,Subject population,Religious affiliation,Religious affiliation Code,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2013,Census usually resident population,Buddhism (not elsewhere classified),Buddhism nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Christian (not further defined),Christian nfd,Hurunui,Hurunui District,Count,552,number,Number of people,
2013,Census usually resident population,Christian (not further defined),Christian nfd,Hurunui,Hurunui District,Percentage of total stated,4.787926099402,percentage,% of people,
2013,Census usually resident population,Adventist (not further defined),Adventist nfd,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Adventist (not further defined),Adventist nfd,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Seventh Day Adventist,Seventh Day Adventist,Hurunui,Hurunui District,Count,45,number,Number of people,
2013,Census usually resident population,Seventh Day Adventist,Seventh Day Adventist,Hurunui,Hurunui District,Percentage of total stated,0.3903200624512,percentage,% of people,
2013,Census usually resident population,Worldwide Church of God,Worldwide Church of God,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Worldwide Church of God,Worldwide Church of God,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Adventist (not elsewhere classified),Adventist nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Adventist (not elsewhere classified),Adventist nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Anglicanism,Anglican,Hurunui,Hurunui District,Count,2274,number,Number of people,
2013,Census usually resident population,Anglicanism,Anglican,Hurunui,Hurunui District,Percentage of total stated,19.72417382253,percentage,% of people,
2013,Census usually resident population,Chinese Christian,Chinese Christian,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Chinese Christian,Chinese Christian,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Korean Christian,Korean Christian,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Korean Christian,Korean Christian,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Baptist (not further defined),Baptist nfd,Hurunui,Hurunui District,Count,42,number,Number of people,
2013,Census usually resident population,Baptist (not further defined),Baptist nfd,Hurunui,Hurunui District,Percentage of total stated,0.3642987249545,percentage,% of people,
2013,Census usually resident population,Bible Baptist,Bible Baptist,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Bible Baptist,Bible Baptist,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Independent Baptist,Independent Baptist,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Independent Baptist,Independent Baptist,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Reformed Baptist,Reformed Baptist,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Reformed Baptist,Reformed Baptist,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Baptist (not elsewhere classified),Baptist nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Baptist (not elsewhere classified),Baptist nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Brethren (not further defined),Brethren nfd,Hurunui,Hurunui District,Count,12,number,Number of people,
2013,Census usually resident population,Brethren (not further defined),Brethren nfd,Hurunui,Hurunui District,Percentage of total stated,0.104085349987,percentage,% of people,
2013,Census usually resident population,Open Brethren,Open Brethren,Hurunui,Hurunui District,Count,12,number,Number of people,
2013,Census usually resident population,Open Brethren,Open Brethren,Hurunui,Hurunui District,Percentage of total stated,0.104085349987,percentage,% of people,
2013,Census usually resident population,Plymouth or Exclusive Brethren,Plymouth or Exclusive Brethren,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Plymouth or Exclusive Brethren,Plymouth or Exclusive Brethren,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Brethren (not elsewhere classified),Brethren nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Brethren (not elsewhere classified),Brethren nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Catholicism (not further defined),Catholicism nfd,Hurunui,Hurunui District,Count,1041,number,Number of people,
2013,Census usually resident population,Catholicism (not further defined),Catholicism nfd,Hurunui,Hurunui District,Percentage of total stated,9.029404111371,percentage,% of people,
2013,Census usually resident population,Roman Catholic,Roman Catholic,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Roman Catholic,Roman Catholic,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Catholicism (not elsewhere classified),Catholicism nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Catholicism (not elsewhere classified),Catholicism nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Church of Christ (not further defined),Church of Christ nfd,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Church of Christ (not further defined),Church of Christ nfd,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Associated Churches of Christ,Associated Churches of Christ,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Associated Churches of Christ,Associated Churches of Christ,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Other Church of Christ and Churches of Christ (not elsewhere classified),Other Church of Christ and Churches of Christ nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Other Church of Christ and Churches of Christ (not elsewhere classified),Other Church of Christ and Churches of Christ nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Evangelical,Evangelical,Hurunui,Hurunui District,Count,12,number,Number of people,
2013,Census usually resident population,Evangelical,Evangelical,Hurunui,Hurunui District,Percentage of total stated,0.104085349987,percentage,% of people,
2013,Census usually resident population,Born Again,Born Again,Hurunui,Hurunui District,Count,30,number,Number of people,
2013,Census usually resident population,Born Again,Born Again,Hurunui,Hurunui District,Percentage of total stated,0.2602133749675,percentage,% of people,
2013,Census usually resident population,Fundamentalist,Fundamentalist,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Fundamentalist,Fundamentalist,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Independent Evangelical Churches,Independent Evangelical Churches,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Independent Evangelical Churches,Independent Evangelical Churches,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Jehovah's Witnesses,Jehovah's Witnesses,Hurunui,Hurunui District,Count,15,number,Number of people,
2013,Census usually resident population,Jehovah's Witnesses,Jehovah's Witnesses,Hurunui,Hurunui District,Percentage of total stated,0.1301066874837,percentage,% of people,
2013,Census usually resident population,Latter-day Saints,Latter-day Saints,Hurunui,Hurunui District,Count,15,number,Number of people,
2013,Census usually resident population,Latter-day Saints,Latter-day Saints,Hurunui,Hurunui District,Percentage of total stated,0.1301066874837,percentage,% of people,
2013,Census usually resident population,Lutheran,Lutheran,Hurunui,Hurunui District,Count,6,number,Number of people,
2013,Census usually resident population,Lutheran,Lutheran,Hurunui,Hurunui District,Percentage of total stated,0.05204267499349,percentage,% of people,
2013,Census usually resident population,Methodist (not further defined),Methodist nfd,Hurunui,Hurunui District,Count,192,number,Number of people,
2013,Census usually resident population,Methodist (not further defined),Methodist nfd,Hurunui,Hurunui District,Percentage of total stated,1.665365599792,percentage,% of people,
2013,Census usually resident population,Tongan Methodist,Tongan Methodist,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Tongan Methodist,Tongan Methodist,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Nazarene,Nazarene,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Nazarene,Nazarene,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Methodist (not elsewhere classified),Methodist nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Methodist (not elsewhere classified),Methodist nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Orthodox (not further defined),Orthodox nfd,Hurunui,Hurunui District,Count,24,number,Number of people,
2013,Census usually resident population,Orthodox (not further defined),Orthodox nfd,Hurunui,Hurunui District,Percentage of total stated,0.208170699974,percentage,% of people,
2013,Census usually resident population,Assyrian Orthodox,Assyrian Orthodox,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Assyrian Orthodox,Assyrian Orthodox,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Coptic Orthodox,Coptic Orthodox,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Coptic Orthodox,Coptic Orthodox,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Greek Orthodox,Greek Orthodox,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Greek Orthodox,Greek Orthodox,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Russian Orthodox,Russian Orthodox,Hurunui,Hurunui District,Count,9,number,Number of people,
2013,Census usually resident population,Russian Orthodox,Russian Orthodox,Hurunui,Hurunui District,Percentage of total stated,0.07806401249024,percentage,% of people,
2013,Census usually resident population,Serbian Orthodox,Serbian Orthodox,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Serbian Orthodox,Serbian Orthodox,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Orthodox (not elsewhere classified),Orthodox nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Orthodox (not elsewhere classified),Orthodox nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Pentecostal (not further defined),Pentecostal nfd,Hurunui,Hurunui District,Count,75,number,Number of people,
2013,Census usually resident population,Pentecostal (not further defined),Pentecostal nfd,Hurunui,Hurunui District,Percentage of total stated,0.6505334374187,percentage,% of people,
2013,Census usually resident population,ACTS Churches,ACTS Churches,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,ACTS Churches,ACTS Churches,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Assemblies of God,Assemblies of God,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Assemblies of God,Assemblies of God,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Christian Fellowship,Christian Fellowship,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Christian Fellowship,Christian Fellowship,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Christian Outreach,Christian Outreach,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Christian Outreach,Christian Outreach,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Christian Revival Crusade,Christian Revival Crusade,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Christian Revival Crusade,Christian Revival Crusade,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Elim,Elim,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Elim,Elim,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Full Gospel,Full Gospel,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Full Gospel,Full Gospel,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Independent Pentecostal,Independent Pentecostal,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Independent Pentecostal,Independent Pentecostal,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,New Life,New Life,Hurunui,Hurunui District,Count,27,number,Number of people,
2013,Census usually resident population,New Life,New Life,Hurunui,Hurunui District,Percentage of total stated,0.2341920374707,percentage,% of people,
2013,Census usually resident population,Revival Centres,Revival Centres,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Revival Centres,Revival Centres,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,United Pentecostal,United Pentecostal,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,United Pentecostal,United Pentecostal,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Vineyard Christian Fellowship,Vineyard Christian Fellowship,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Vineyard Christian Fellowship,Vineyard Christian Fellowship,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Commonwealth Covenant Church,Commonwealth Covenant Church,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Commonwealth Covenant Church,Commonwealth Covenant Church,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Pentecostal (not elsewhere classified),Pentecostal nec,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Pentecostal (not elsewhere classified),Pentecostal nec,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Presbyterian,Presbyterian,Hurunui,Hurunui District,Count,1083,number,Number of people,
2013,Census usually resident population,Presbyterian,Presbyterian,Hurunui,Hurunui District,Percentage of total stated,9.393702836326,percentage,% of people,
2013,Census usually resident population,Congregational,Congregational,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Congregational,Congregational,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Samoan Congregational,Samoan Congregational,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Samoan Congregational,Samoan Congregational,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Reformed,Reformed,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Reformed,Reformed,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Protestant (not further defined),Protestant nfd,Hurunui,Hurunui District,Count,9,number,Number of people,
2013,Census usually resident population,Protestant (not further defined),Protestant nfd,Hurunui,Hurunui District,Percentage of total stated,0.07806401249024,percentage,% of people,
2013,Census usually resident population,Salvation Army,Salvation Army,Hurunui,Hurunui District,Count,15,number,Number of people,
2013,Census usually resident population,Salvation Army,Salvation Army,Hurunui,Hurunui District,Percentage of total stated,0.1301066874837,percentage,% of people,
2013,Census usually resident population,Uniting/Union Church,Uniting/Union Church,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Uniting/Union Church,Uniting/Union Church,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Ecumenical,Ecumenical,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Ecumenical,Ecumenical,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Christian and Missionary Alliance,Christian and Missionary Alliance,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Christian and Missionary Alliance,Christian and Missionary Alliance,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Christian Science,Christian Science,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Christian Science,Christian Science,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Church of God,Church of God,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Church of God,Church of God,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Liberal Catholic,Liberal Catholic,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Liberal Catholic,Liberal Catholic,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Metropolitan Community Church,Metropolitan Community Church,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Metropolitan Community Church,Metropolitan Community Church,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Religious Society of Friends (Quaker),Religious Society of Friends (Quaker),Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Religious Society of Friends (Quaker),Religious Society of Friends (Quaker),Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Unitarian,Unitarian,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Unitarian,Unitarian,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Christadelphian,Christadelphian,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Christadelphian,Christadelphian,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Christian (not elsewhere classified),Christian nec,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Christian (not elsewhere classified),Christian nec,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Hinduism (not further defined),Hinduism nfd,Hurunui,Hurunui District,Count,45,number,Number of people,
2013,Census usually resident population,Hinduism (not further defined),Hinduism nfd,Hurunui,Hurunui District,Percentage of total stated,0.3903200624512,percentage,% of people,
2013,Census usually resident population,Hare Krishna,Hare Krishna,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Hare Krishna,Hare Krishna,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Yoga,Yoga,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Yoga,Yoga,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Hinduism (not elsewhere classified),Hinduism nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Hinduism (not elsewhere classified),Hinduism nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Islam (not further defined),Islam nfd,Hurunui,Hurunui District,Count,21,number,Number of people,
2013,Census usually resident population,Islam (not further defined),Islam nfd,Hurunui,Hurunui District,Percentage of total stated,0.1821493624772,percentage,% of people,
2013,Census usually resident population,Sufi,Sufi,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Sufi,Sufi,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Islam (not elsewhere classified),Islam nec,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Islam (not elsewhere classified),Islam nec,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Judaism (not further defined),Judaism nfd,Hurunui,Hurunui District,Count,9,number,Number of people,
2013,Census usually resident population,Judaism (not further defined),Judaism nfd,Hurunui,Hurunui District,Percentage of total stated,0.07806401249024,percentage,% of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Rātana,Ratana,Hurunui,Hurunui District,Count,24,number,Number of people,
2013,Census usually resident population,Rātana,Ratana,Hurunui,Hurunui District,Percentage of total stated,0.208170699974,percentage,% of people,
2013,Census usually resident population,Ringatū,Ringatū,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Ringatū,Ringatū,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Paimarire,Paimarire,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Paimarire,Paimarire,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,New Age (not further defined),New Age nfd,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,New Age (not further defined),New Age nfd,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Church of Scientology,Church of Scientology,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Church of Scientology,Church of Scientology,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Hurunui,Hurunui District,Count,6,number,Number of people,
2013,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Hurunui,Hurunui District,Percentage of total stated,0.05204267499349,percentage,% of people,
2013,Census usually resident population,Animist,Animist,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Animist,Animist,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Druid,Druid,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Druid,Druid,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Pantheist,Pantheist,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Pantheist,Pantheist,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Wiccan,Wiccan,Hurunui,Hurunui District,Count,3,number,Number of people,
2013,Census usually resident population,Wiccan,Wiccan,Hurunui,Hurunui District,Percentage of total stated,0.02602133749675,percentage,% of people,
2013,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Hurunui,Hurunui District,Count,12,number,Number of people,
2013,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Hurunui,Hurunui District,Percentage of total stated,0.104085349987,percentage,% of people,
2013,Census usually resident population,Satanism,Satanism,Hurunui,Hurunui District,Count,0,number,Number of people,
2013,Census usually resident population,Satanism,Satanism,Hurunui,Hurunui District,Percentage of total stated,0,percentage,% of people,
