Census Year,Subject population,Religious affiliation,Religious affiliation Code,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2023,Census usually resident population,Brethren (not further defined),Brethren nfd,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Brethren (not further defined),Brethren nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Open Brethren,Open Brethren,Upper Hutt,Upper Hutt City,Count,51,number,Number of people,
2023,Census usually resident population,Open Brethren,Open Brethren,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1114534845604,percentage,% of people,
2023,Census usually resident population,Plymouth or Exclusive Brethren,Plymouth or Exclusive Brethren,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Plymouth or Exclusive Brethren,Plymouth or Exclusive Brethren,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Brethren (not elsewhere classified),Brethren nec,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Brethren (not elsewhere classified),Brethren nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Catholicism (not further defined),Catholicism nfd,Upper Hutt,Upper Hutt City,Count,1530,number,Number of people,
2023,Census usually resident population,Catholicism (not further defined),Catholicism nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,3.343604536812,percentage,% of people,
2023,Census usually resident population,Roman Catholic,Roman Catholic,Upper Hutt,Upper Hutt City,Count,3708,number,Number of people,
2023,Census usually resident population,Roman Catholic,Roman Catholic,Upper Hutt,Upper Hutt City,Percentage of total stated,8.103323936275,percentage,% of people,
2023,Census usually resident population,Chaldean Catholic,Chaldean Catholic,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Chaldean Catholic,Chaldean Catholic,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Maronite Catholic,Maronite Catholic,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Maronite Catholic,Maronite Catholic,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Melkite Catholic,Melkite Catholic,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Melkite Catholic,Melkite Catholic,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Syro-Malabar Catholic,Syro-Malabar Catholic,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Syro-Malabar Catholic,Syro-Malabar Catholic,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Ukrainian Catholic,Ukrainian Catholic,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Ukrainian Catholic,Ukrainian Catholic,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Catholicism (not elsewhere classified),Catholicism nec,Upper Hutt,Upper Hutt City,Count,21,number,Number of people,
2023,Census usually resident population,Catholicism (not elsewhere classified),Catholicism nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.04589261128958,percentage,% of people,
2023,Census usually resident population,Church of Christ (not further defined),Church of Christ nfd,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Church of Christ (not further defined),Church of Christ nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Associated Churches of Christ,Associated Churches of Christ,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Associated Churches of Christ,Associated Churches of Christ,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Other Church of Christ and Churches of Christ (not elsewhere classified),Other Church of Christ and Churches of Christ nec,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Other Church of Christ and Churches of Christ (not elsewhere classified),Other Church of Christ and Churches of Christ nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Evangelical,Evangelical,Upper Hutt,Upper Hutt City,Count,30,number,Number of people,
2023,Census usually resident population,Evangelical,Evangelical,Upper Hutt,Upper Hutt City,Percentage of total stated,0.06556087327083,percentage,% of people,
2023,Census usually resident population,Born Again,Born Again,Upper Hutt,Upper Hutt City,Count,336,number,Number of people,
2023,Census usually resident population,Born Again,Born Again,Upper Hutt,Upper Hutt City,Percentage of total stated,0.7342817806333,percentage,% of people,
2023,Census usually resident population,Fundamentalist,Fundamentalist,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Fundamentalist,Fundamentalist,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Independent Evangelical Churches,Independent Evangelical Churches,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Independent Evangelical Churches,Independent Evangelical Churches,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Jehovah's Witnesses,Jehovah's Witnesses,Upper Hutt,Upper Hutt City,Count,108,number,Number of people,
2023,Census usually resident population,Jehovah's Witnesses,Jehovah's Witnesses,Upper Hutt,Upper Hutt City,Percentage of total stated,0.236019143775,percentage,% of people,
2023,Census usually resident population,Latter-day Saints,Latter-day Saints,Upper Hutt,Upper Hutt City,Count,267,number,Number of people,
2023,Census usually resident population,Latter-day Saints,Latter-day Saints,Upper Hutt,Upper Hutt City,Percentage of total stated,0.5834917721104,percentage,% of people,
2023,Census usually resident population,Lutheran,Lutheran,Upper Hutt,Upper Hutt City,Count,21,number,Number of people,
2023,Census usually resident population,Lutheran,Lutheran,Upper Hutt,Upper Hutt City,Percentage of total stated,0.04589261128958,percentage,% of people,
2023,Census usually resident population,Methodist (not further defined),Methodist nfd,Upper Hutt,Upper Hutt City,Count,288,number,Number of people,
2023,Census usually resident population,Methodist (not further defined),Methodist nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.6293843834,percentage,% of people,
2023,Census usually resident population,Tongan Methodist,Tongan Methodist,Upper Hutt,Upper Hutt City,Count,45,number,Number of people,
2023,Census usually resident population,Tongan Methodist,Tongan Methodist,Upper Hutt,Upper Hutt City,Percentage of total stated,0.09834130990625,percentage,% of people,
2023,Census usually resident population,Nazarene,Nazarene,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Nazarene,Nazarene,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Wesleyan Methodist,Wesleyan Methodist,Upper Hutt,Upper Hutt City,Count,39,number,Number of people,
2023,Census usually resident population,Wesleyan Methodist,Wesleyan Methodist,Upper Hutt,Upper Hutt City,Percentage of total stated,0.08522913525208,percentage,% of people,
2023,Census usually resident population,Methodist (not elsewhere classified),Methodist nec,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Methodist (not elsewhere classified),Methodist nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Orthodox (not further defined),Orthodox nfd,Upper Hutt,Upper Hutt City,Count,21,number,Number of people,
2023,Census usually resident population,Orthodox (not further defined),Orthodox nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.04589261128958,percentage,% of people,
2023,Census usually resident population,Assyrian Orthodox,Assyrian Orthodox,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Assyrian Orthodox,Assyrian Orthodox,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Coptic Orthodox,Coptic Orthodox,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Coptic Orthodox,Coptic Orthodox,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Greek Orthodox,Greek Orthodox,Upper Hutt,Upper Hutt City,Count,39,number,Number of people,
2023,Census usually resident population,Greek Orthodox,Greek Orthodox,Upper Hutt,Upper Hutt City,Percentage of total stated,0.08522913525208,percentage,% of people,
2023,Census usually resident population,Russian Orthodox,Russian Orthodox,Upper Hutt,Upper Hutt City,Count,24,number,Number of people,
2023,Census usually resident population,Russian Orthodox,Russian Orthodox,Upper Hutt,Upper Hutt City,Percentage of total stated,0.05244869861667,percentage,% of people,
2023,Census usually resident population,Serbian Orthodox,Serbian Orthodox,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Serbian Orthodox,Serbian Orthodox,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Orthodox (not elsewhere classified),Orthodox nec,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Orthodox (not elsewhere classified),Orthodox nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Pentecostal (not further defined),Pentecostal nfd,Upper Hutt,Upper Hutt City,Count,183,number,Number of people,
2023,Census usually resident population,Pentecostal (not further defined),Pentecostal nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.3999213269521,percentage,% of people,
2023,Census usually resident population,ACTS Churches,ACTS Churches,Upper Hutt,Upper Hutt City,Count,42,number,Number of people,
2023,Census usually resident population,ACTS Churches,ACTS Churches,Upper Hutt,Upper Hutt City,Percentage of total stated,0.09178522257916,percentage,% of people,
2023,Census usually resident population,Assemblies of God,Assemblies of God,Upper Hutt,Upper Hutt City,Count,165,number,Number of people,
2023,Census usually resident population,Assemblies of God,Assemblies of God,Upper Hutt,Upper Hutt City,Percentage of total stated,0.3605848029896,percentage,% of people,
2023,Census usually resident population,Christian Fellowship,Christian Fellowship,Upper Hutt,Upper Hutt City,Count,96,number,Number of people,
2023,Census usually resident population,Christian Fellowship,Christian Fellowship,Upper Hutt,Upper Hutt City,Percentage of total stated,0.2097947944667,percentage,% of people,
2023,Census usually resident population,Christian Outreach,Christian Outreach,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Christian Outreach,Christian Outreach,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Christian Revival Crusade,Christian Revival Crusade,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Christian Revival Crusade,Christian Revival Crusade,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Elim,Elim,Upper Hutt,Upper Hutt City,Count,15,number,Number of people,
2023,Census usually resident population,Elim,Elim,Upper Hutt,Upper Hutt City,Percentage of total stated,0.03278043663542,percentage,% of people,
2023,Census usually resident population,Full Gospel,Full Gospel,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Full Gospel,Full Gospel,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Independent Pentecostal,Independent Pentecostal,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Independent Pentecostal,Independent Pentecostal,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,New Life,New Life,Upper Hutt,Upper Hutt City,Count,30,number,Number of people,
2023,Census usually resident population,New Life,New Life,Upper Hutt,Upper Hutt City,Percentage of total stated,0.06556087327083,percentage,% of people,
2023,Census usually resident population,Revival Centres,Revival Centres,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Revival Centres,Revival Centres,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,United Pentecostal,United Pentecostal,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,United Pentecostal,United Pentecostal,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Vineyard Christian Fellowship,Vineyard Christian Fellowship,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Vineyard Christian Fellowship,Vineyard Christian Fellowship,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Arise Church,Arise Church,Upper Hutt,Upper Hutt City,Count,15,number,Number of people,
2023,Census usually resident population,Arise Church,Arise Church,Upper Hutt,Upper Hutt City,Percentage of total stated,0.03278043663542,percentage,% of people,
2023,Census usually resident population,Commonwealth Covenant Church,Commonwealth Covenant Church,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Commonwealth Covenant Church,Commonwealth Covenant Church,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,City Impact Church,City Impact Church,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,City Impact Church,City Impact Church,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Destiny Church,Destiny Church,Upper Hutt,Upper Hutt City,Count,15,number,Number of people,
2023,Census usually resident population,Destiny Church,Destiny Church,Upper Hutt,Upper Hutt City,Percentage of total stated,0.03278043663542,percentage,% of people,
2023,Census usually resident population,Equippers Church,Equippers Church,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Equippers Church,Equippers Church,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Pentecostal (not elsewhere classified),Pentecostal nec,Upper Hutt,Upper Hutt City,Count,30,number,Number of people,
2023,Census usually resident population,Pentecostal (not elsewhere classified),Pentecostal nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.06556087327083,percentage,% of people,
2023,Census usually resident population,Presbyterian,Presbyterian,Upper Hutt,Upper Hutt City,Count,1344,number,Number of people,
2023,Census usually resident population,Presbyterian,Presbyterian,Upper Hutt,Upper Hutt City,Percentage of total stated,2.937127122533,percentage,% of people,
2023,Census usually resident population,Congregational,Congregational,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Congregational,Congregational,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Samoan Congregational,Samoan Congregational,Upper Hutt,Upper Hutt City,Count,54,number,Number of people,
2023,Census usually resident population,Samoan Congregational,Samoan Congregational,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1180095718875,percentage,% of people,
2023,Census usually resident population,Reformed,Reformed,Upper Hutt,Upper Hutt City,Count,177,number,Number of people,
2023,Census usually resident population,Reformed,Reformed,Upper Hutt,Upper Hutt City,Percentage of total stated,0.3868091522979,percentage,% of people,
2023,Census usually resident population,Chinese Presbyterian,Chinese Presbyterian,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Chinese Presbyterian,Chinese Presbyterian,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Korean Presbyterian,Korean Presbyterian,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Korean Presbyterian,Korean Presbyterian,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Protestant (not further defined),Protestant nfd,Upper Hutt,Upper Hutt City,Count,63,number,Number of people,
2023,Census usually resident population,Protestant (not further defined),Protestant nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1376778338687,percentage,% of people,
2023,Census usually resident population,Salvation Army,Salvation Army,Upper Hutt,Upper Hutt City,Count,90,number,Number of people,
2023,Census usually resident population,Salvation Army,Salvation Army,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1966826198125,percentage,% of people,
2023,Census usually resident population,Uniting/Union Church,Uniting/Union Church,Upper Hutt,Upper Hutt City,Count,36,number,Number of people,
2023,Census usually resident population,Uniting/Union Church,Uniting/Union Church,Upper Hutt,Upper Hutt City,Percentage of total stated,0.078673047925,percentage,% of people,
2023,Census usually resident population,Ecumenical,Ecumenical,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Ecumenical,Ecumenical,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Christian and Missionary Alliance,Christian and Missionary Alliance,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Christian and Missionary Alliance,Christian and Missionary Alliance,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Christian Science,Christian Science,Upper Hutt,Upper Hutt City,Count,12,number,Number of people,
2023,Census usually resident population,Christian Science,Christian Science,Upper Hutt,Upper Hutt City,Percentage of total stated,0.02622434930833,percentage,% of people,
2023,Census usually resident population,Church of God,Church of God,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Church of God,Church of God,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Liberal Catholic,Liberal Catholic,Upper Hutt,Upper Hutt City,Count,18,number,Number of people,
2023,Census usually resident population,Liberal Catholic,Liberal Catholic,Upper Hutt,Upper Hutt City,Percentage of total stated,0.0393365239625,percentage,% of people,
2023,Census usually resident population,Metropolitan Community Church,Metropolitan Community Church,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Metropolitan Community Church,Metropolitan Community Church,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Religious Society of Friends (Quaker),Religious Society of Friends (Quaker),Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Religious Society of Friends (Quaker),Religious Society of Friends (Quaker),Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Unitarian,Unitarian,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Unitarian,Unitarian,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Christadelphian,Christadelphian,Upper Hutt,Upper Hutt City,Count,30,number,Number of people,
2023,Census usually resident population,Christadelphian,Christadelphian,Upper Hutt,Upper Hutt City,Percentage of total stated,0.06556087327083,percentage,% of people,
2023,Census usually resident population,Jesus Follower,Jesus Follower,Upper Hutt,Upper Hutt City,Count,12,number,Number of people,
2023,Census usually resident population,Jesus Follower,Jesus Follower,Upper Hutt,Upper Hutt City,Percentage of total stated,0.02622434930833,percentage,% of people,
2023,Census usually resident population,Christian (not elsewhere classified),Christian nec,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Christian (not elsewhere classified),Christian nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Hinduism (not further defined),Hinduism nfd,Upper Hutt,Upper Hutt City,Count,1266,number,Number of people,
2023,Census usually resident population,Hinduism (not further defined),Hinduism nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,2.766668852029,percentage,% of people,
2023,Census usually resident population,Hare Krishna,Hare Krishna,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Hare Krishna,Hare Krishna,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Yoga,Yoga,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Yoga,Yoga,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Arya Samaj,Arya Samaj,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Arya Samaj,Arya Samaj,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Hinduism (not elsewhere classified),Hinduism nec,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Hinduism (not elsewhere classified),Hinduism nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Islam (not further defined),Islam nfd,Upper Hutt,Upper Hutt City,Count,237,number,Number of people,
2023,Census usually resident population,Islam (not further defined),Islam nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.5179308988396,percentage,% of people,
2023,Census usually resident population,Sufi,Sufi,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Sufi,Sufi,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Shi'a,Shi'a,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Shi'a,Shi'a,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Sunni,Sunni,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Sunni,Sunni,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Ahmadiyya Muslim,Ahmadiyya Muslim,Upper Hutt,Upper Hutt City,Count,12,number,Number of people,
2023,Census usually resident population,Ahmadiyya Muslim,Ahmadiyya Muslim,Upper Hutt,Upper Hutt City,Percentage of total stated,0.02622434930833,percentage,% of people,
2023,Census usually resident population,Islam (not elsewhere classified),Islam nec,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Islam (not elsewhere classified),Islam nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Judaism (not further defined),Judaism nfd,Upper Hutt,Upper Hutt City,Count,24,number,Number of people,
2023,Census usually resident population,Judaism (not further defined),Judaism nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.05244869861667,percentage,% of people,
2023,Census usually resident population,Conservative Judaism,Conservative Judaism,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Conservative Judaism,Conservative Judaism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Orthodox Judaism,Orthodox Judaism,Upper Hutt,Upper Hutt City,Count,12,number,Number of people,
2023,Census usually resident population,Orthodox Judaism,Orthodox Judaism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.02622434930833,percentage,% of people,
2023,Census usually resident population,Reformed Judaism,Reformed Judaism,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Reformed Judaism,Reformed Judaism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Upper Hutt,Upper Hutt City,Count,30,number,Number of people,
2023,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Upper Hutt,Upper Hutt City,Percentage of total stated,0.06556087327083,percentage,% of people,
2023,Census usually resident population,Rātana,Ratana,Upper Hutt,Upper Hutt City,Count,285,number,Number of people,
2023,Census usually resident population,Rātana,Ratana,Upper Hutt,Upper Hutt City,Percentage of total stated,0.6228282960729,percentage,% of people,
2023,Census usually resident population,Ringatū,Ringatū,Upper Hutt,Upper Hutt City,Count,78,number,Number of people,
2023,Census usually resident population,Ringatū,Ringatū,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1704582705042,percentage,% of people,
2023,Census usually resident population,Paimarire,Paimarire,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,Paimarire,Paimarire,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Upper Hutt,Upper Hutt City,Count,12,number,Number of people,
2023,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Upper Hutt,Upper Hutt City,Percentage of total stated,0.02622434930833,percentage,% of people,
2023,Census usually resident population,New Age (not further defined),New Age nfd,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,New Age (not further defined),New Age nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Church of Scientology,Church of Scientology,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Church of Scientology,Church of Scientology,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Animist,Animist,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Animist,Animist,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Druid,Druid,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Druid,Druid,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Pantheist,Pantheist,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Pantheist,Pantheist,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Wiccan,Wiccan,Upper Hutt,Upper Hutt City,Count,21,number,Number of people,
2023,Census usually resident population,Wiccan,Wiccan,Upper Hutt,Upper Hutt City,Percentage of total stated,0.04589261128958,percentage,% of people,
2023,Census usually resident population,Pagan,Pagan,Upper Hutt,Upper Hutt City,Count,63,number,Number of people,
2023,Census usually resident population,Pagan,Pagan,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1376778338687,percentage,% of people,
2023,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Satanism,Satanism,Upper Hutt,Upper Hutt City,Count,36,number,Number of people,
2023,Census usually resident population,Satanism,Satanism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.078673047925,percentage,% of people,
2023,Census usually resident population,Spiritualist,Spiritualist,Upper Hutt,Upper Hutt City,Count,93,number,Number of people,
2023,Census usually resident population,Spiritualist,Spiritualist,Upper Hutt,Upper Hutt City,Percentage of total stated,0.2032387071396,percentage,% of people,
2023,Census usually resident population,Rastafarianism,Rastafarianism,Upper Hutt,Upper Hutt City,Count,24,number,Number of people,
2023,Census usually resident population,Rastafarianism,Rastafarianism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.05244869861667,percentage,% of people,
2023,Census usually resident population,Other New Age Religions (not elsewhere classified),Other New Age Religions nec,Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
