"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G3101095",1870,1870,"'L''eau Qui Court', Nebraska","L'Eau Qui","Nebraska","310","L'Eau Qui Court","1095",261,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,3326.47,"wave_coverage_differs"
"G4500010",1870,1870,"Abbeville, South Carolina","Abbeville","South Carolina","450","Abbeville","0010",31129,1870,44,"total religious edifices from NHGIS table NT44 (AK8001)",24950,80.1503,14.1347,77000,,,2528.36,"wave_coverage_differs"
"G5100010",1870,1870,"Accomack, Virginia","Accomack","Virginia","510","Accomack","0010",20409,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",9100,44.5882,19.1092,67550,,,1191.02,"wave_coverage_differs"
"G1650015",1870,1870,"Ada, Idaho Territory","Ada","Idaho Territory","165","Ada","0015",2675,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",900,33.6449,26.1682,8000,,,9051.77,"wave_coverage_differs"
"G1900010",1870,1870,"Adair, Iowa","Adair","Iowa","190","Adair","0010",3982,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",275,6.9061,2.5113,2550,,,1477,"wave_coverage_differs"
"G2100010",1870,1870,"Adair, Kentucky","Adair","Kentucky","210","Adair","0010",11065,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",10250,92.6344,35.2463,35500,,,1067.57,"wave_coverage_differs"
"G2900010",1870,1870,"Adair, Missouri","Adair","Missouri","290","Adair","0010",11448,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",2450,21.4011,11.3557,68500,,,1474.83,"wave_coverage_differs"
"G1700010",1870,1870,"Adams, Illinois","Adams","Illinois","170","Adams","0010",56362,1870,88,"total religious edifices from NHGIS table NT44 (AK8001)",23830,42.2803,15.6134,777250,,,2257.19,"wave_coverage_differs"
"G1800010",1870,1870,"Adams, Indiana","Adams","Indiana","180","Adams","0010",11382,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",4500,39.5361,11.4215,20000,,,880.51,"wave_coverage_differs"
"G1900030",1870,1870,"Adams, Iowa","Adams","Iowa","190","Adams","0030",4614,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",450,9.7529,4.3346,3900,,,1102.05,"wave_coverage_differs"
"G2800010",1870,1870,"Adams, Mississippi","Adams","Mississippi","280","Adams","0010",19084,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",4850,25.414,7.336,134200,,,1262.72,"wave_coverage_differs"
"G3100010",1870,1870,"Adams, Nebraska","Adams","Nebraska","310","Adams","0010",19,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1740.12,"wave_coverage_differs"
"G3900010",1870,1870,"Adams, Ohio","Adams","Ohio","390","Adams","0010",20750,1870,50,"total religious edifices from NHGIS table NT44 (AK8001)",15750,75.9036,24.0964,96500,,,1517.18,"wave_coverage_differs"
"G4200010",1870,1870,"Adams, Pennsylvania","Adams","Pennsylvania","420","Adams","0010",30315,1870,73,"total religious edifices from NHGIS table NT44 (AK8001)",29600,97.6414,24.0805,238400,,,1351.37,"wave_coverage_differs"
"G5500010",1870,1870,"Adams, Wisconsin","Adams","Wisconsin","550","Adams","0010",6601,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",1300,19.694,6.0597,2800,,,1783.34,"wave_coverage_differs"
"G5000010",1870,1870,"Addison, Vermont","Addison","Vermont","500","Addison","0010",23484,1870,62,"total religious edifices from NHGIS table NT44 (AK8001)",20555,87.5277,26.401,275300,,,2091.97,"wave_coverage_differs"
"G2700010",1870,1870,"Aitkin, Minnesota","Aitkin","Minnesota","270","Aitkin","0010",178,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2489.79,"wave_coverage_differs"
"G1200010",1870,1870,"Alachua, Florida","Alachua","Florida","120","Alachua","0010",17328,1870,29,"total religious edifices from NHGIS table NT44 (AK8001)",4700,27.1237,16.7359,20000,,,3456.6,"wave_coverage_differs"
"G3700010",1870,1870,"Alamance, North Carolina","Alamance","North Carolina","370","Alamance","0010",11874,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",9860,83.0386,21.8966,33350,,,994.24,"wave_coverage_differs"
"G0600010",1870,1870,"Alameda, California","Alameda","California","060","Alameda","0010",24237,1870,28,"total religious edifices from NHGIS table NT44 (AK8001)",8000,33.0074,11.5526,158000,,,1928.1,"wave_coverage_differs"
"G3600010",1870,1870,"Albany, New York","Albany","New York","360","Albany","0010",133052,1870,141,"total religious edifices from NHGIS table NT44 (AK8001)",73720,55.4069,10.5974,2969925,,,1381.04,"wave_coverage_differs"
"G5650015",1870,1870,"Albany, Wyoming Territory","Albany","Wyoming Territory","565","Albany","0015",2021,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,28493.13,"wave_coverage_differs"
"G5100030",1870,1870,"Albemarle, Virginia","Albemarle","Virginia","510","Albemarle","0030",27544,1870,56,"total religious edifices from NHGIS table NT44 (AK8001)",19050,69.1621,20.3311,156300,,,1907.31,"wave_coverage_differs"
"G2600010",1870,1870,"Alcona, Michigan","Alcona","Michigan","260","Alcona","0010",696,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",350,50.2874,28.7356,3200,,,1798.79,"wave_coverage_differs"
"G2800030",1870,1870,"Alcorn, Mississippi","Alcorn","Mississippi","280","Alcorn","0030",10431,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1039.52,"wave_coverage_differs"
"G1700030",1870,1870,"Alexander, Illinois","Alexander","Illinois","170","Alexander","0030",10564,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",3400,32.1848,11.3593,45300,,,654.01,"wave_coverage_differs"
"G3700030",1870,1870,"Alexander, North Carolina","Alexander","North Carolina","370","Alexander","0030",6868,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",8640,125.8008,37.8567,12600,,,681.59,"wave_coverage_differs"
"G5100035",1870,1870,"Alexandria, Virginia","Alexandria","Virginia","510","Alexandria","0035",16755,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",12205,72.8439,11.9367,299038,,,85.38,"wave_coverage_differs"
"G1900050",1870,1870,"Allamakee, Iowa","Allamakee","Iowa","190","Allamakee","0050",17868,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",8535,47.767,18.4688,81500,,,1706.21,"wave_coverage_differs"
"G2600050",1870,1870,"Allegan, Michigan","Allegan","Michigan","260","Allegan","0050",32105,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",5210,16.228,7.4755,99100,,,2182.07,"wave_coverage_differs"
"G2400010",1870,1870,"Allegany, Maryland","Allegany","Maryland","240","Allegany","0010",38536,1870,74,"total religious edifices from NHGIS table NT44 (AK8001)",26600,69.0264,19.2028,326000,,,2811.82,"wave_coverage_differs"
"G3600030",1870,1870,"Allegany, New York","Allegany","New York","360","Allegany","0030",40814,1870,86,"total religious edifices from NHGIS table NT44 (AK8001)",24703,60.5258,21.0712,202150,,,2679.05,"wave_coverage_differs"
"G3700050",1870,1870,"Alleghany, North Carolina","Alleghany","North Carolina","370","Alleghany","0050",3691,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",2925,79.2468,51.4766,2305,,,598.08,"wave_coverage_differs"
"G5100050",1870,1870,"Alleghany, Virginia","Alleghany","Virginia","510","Alleghany","0050",3674,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",3450,93.9031,32.6619,10450,,,1176.95,"wave_coverage_differs"
"G4200030",1870,1870,"Allegheny, Pennsylvania","Allegheny","Pennsylvania","420","Allegheny","0030",262204,1870,270,"total religious edifices from NHGIS table NT44 (AK8001)",129585,49.4214,10.2973,7494400,,,1928.72,"wave_coverage_differs"
"G1800030",1870,1870,"Allen, Indiana","Allen","Indiana","180","Allen","0030",43494,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",17950,41.2701,9.4266,928000,,,1709.45,"wave_coverage_differs"
"G2000010",1870,1870,"Allen, Kansas","Allen","Kansas","200","Allen","0010",7022,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",2000,28.4819,9.9687,36100,,,1308.78,"wave_coverage_differs"
"G2100030",1870,1870,"Allen, Kentucky","Allen","Kentucky","210","Allen","0030",10296,1870,32,"total religious edifices from NHGIS table NT44 (AK8001)",9600,93.2401,31.08,18000,,,911.2,"wave_coverage_differs"
"G3900030",1870,1870,"Allen, Ohio","Allen","Ohio","390","Allen","0030",23623,1870,72,"total religious edifices from NHGIS table NT44 (AK8001)",20700,87.6265,30.4788,149000,,,1053.73,"wave_coverage_differs"
"G2600070",1870,1870,"Alpena, Michigan","Alpena","Michigan","260","Alpena","0070",2756,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1660,60.2322,18.1422,32000,,,1539.72,"wave_coverage_differs"
"G0600030",1870,1870,"Alpine, California","Alpine","California","060","Alpine","0030",685,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,1924.86,"wave_coverage_differs"
"G1650035",1870,1870,"Alturas, Idaho Territory","Alturas","Idaho Territory","165","Alturas","0035",689,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,53993.56,"wave_coverage_differs"
"G0600050",1870,1870,"Amador, California","Amador","California","060","Amador","0050",9582,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",3175,33.135,12.5235,25750,,,1569.41,"wave_coverage_differs"
"G5100070",1870,1870,"Amelia, Virginia","Amelia","Virginia","510","Amelia","0070",9878,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",2050,20.7532,20.247,8750,,,928.57,"wave_coverage_differs"
"G5100090",1870,1870,"Amherst, Virginia","Amherst","Virginia","510","Amherst","0090",14900,1870,29,"total religious edifices from NHGIS table NT44 (AK8001)",5800,38.9262,19.4631,14100,,,1240.21,"wave_coverage_differs"
"G2800050",1870,1870,"Amite, Mississippi","Amite","Mississippi","280","Amite","0050",10973,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",9550,87.0318,24.6059,32000,,,1894.87,"wave_coverage_differs"
"G2000030",1870,1870,"Anderson, Kansas","Anderson","Kansas","200","Anderson","0030",5220,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",3100,59.387,17.2414,27500,,,1511.89,"wave_coverage_differs"
"G2100050",1870,1870,"Anderson, Kentucky","Anderson","Kentucky","210","Anderson","0050",5449,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",5600,102.7712,47.7152,39000,,,531.9,"wave_coverage_differs"
"G4500070",1870,1870,"Anderson, South Carolina","Anderson","South Carolina","450","Anderson","0070",24049,1870,60,"total religious edifices from NHGIS table NT44 (AK8001)",25200,104.7861,24.9491,74600,,,1961.7,"wave_coverage_differs"
"G4700010",1870,1870,"Anderson, Tennessee","Anderson","Tennessee","470","Anderson","0010",8704,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",2970,34.1222,26.4246,4925,,,915.68,"wave_coverage_differs"
"G4800010",1870,1870,"Anderson, Texas","Anderson","Texas","480","Anderson","0010",9229,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",5500,59.5948,20.5873,9000,,,2791.97,"wave_coverage_differs"
"G2900030",1870,1870,"Andrew, Missouri","Andrew","Missouri","290","Andrew","0030",15137,1870,10,"total religious edifices from NHGIS table NT44 (AK8001)",4650,30.7194,6.6063,32000,,,1130.33,"wave_coverage_differs"
"G2300010",1870,1870,"Androscoggin, Maine","Androscoggin","Maine","230","Androscoggin","0010",35866,1870,73,"total religious edifices from NHGIS table NT44 (AK8001)",24329,67.833,20.3535,497700,,,1287.87,"wave_coverage_differs"
"G4800050",1870,1870,"Angelina, Texas","Angelina","Texas","480","Angelina","0050",3985,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1100,27.6035,12.5471,500,,,2239.56,"wave_coverage_differs"
"G2400030",1870,1870,"Anne Arundel, Maryland","Anne Arundel","Maryland","240","Anne Arundel","0030",24457,1870,59,"total religious edifices from NHGIS table NT44 (AK8001)",17725,72.4741,24.124,283700,,,1085.44,"wave_coverage_differs"
"G2700030",1870,1870,"Anoka, Minnesota","Anoka","Minnesota","270","Anoka","0030",3940,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1700,43.1472,17.7665,24200,,,1155.49,"wave_coverage_differs"
"G3700070",1870,1870,"Anson, North Carolina","Anson","North Carolina","370","Anson","0070",12428,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",11550,92.9353,24.139,15550,,,1391.08,"wave_coverage_differs"
"G2600090",1870,1870,"Antrim, Michigan","Antrim","Michigan","260","Antrim","0090",1985,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,350,,,1354.13,"wave_coverage_differs"
"G1900070",1870,1870,"Appanoose, Iowa","Appanoose","Iowa","190","Appanoose","0070",16456,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",8900,54.0836,13.9767,38800,,,1337.07,"wave_coverage_differs"
"G1300010",1870,1870,"Appling, Georgia","Appling","Georgia","130","Appling","0010",5086,1870,22,"total religious edifices from NHGIS table NT44 (AK8001)",3715,73.0436,43.256,1535,,,3182.05,"wave_coverage_differs"
"G5100110",1870,1870,"Appomattox, Virginia","Appomattox","Virginia","510","Appomattox","0110",8950,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",9450,105.5866,26.8156,16100,,,866.95,"wave_coverage_differs"
"G0850015",1870,1870,"Arapahoe, Colorado Territory","Arapahoe","Colorado Territory","085","Arapahoe","0015",6829,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",2775,40.6355,10.2504,50000,,,12404.73,"wave_coverage_differs"
"G4800090",1870,1870,"Archer, Texas","Archer","Texas","480","Archer","0090",,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2396.82,"wave_coverage_differs"
"G0500010",1870,1870,"Arkansas, Arkansas","Arkansas","Arkansas","050","Arkansas","0010",8268,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",320,3.8703,7.2569,650,,,3212.07,"wave_coverage_differs"
"G4200050",1870,1870,"Armstrong, Pennsylvania","Armstrong","Pennsylvania","420","Armstrong","0050",43382,1870,113,"total religious edifices from NHGIS table NT44 (AK8001)",38183,88.0158,26.0477,390920,,,1719.59,"wave_coverage_differs"
"G2300030",1870,1870,"Aroostook, Maine","Aroostook","Maine","230","Aroostook","0030",29609,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",9230,31.173,10.4698,73600,,,17688.31,"wave_coverage_differs"
"G2200050",1870,1870,"Ascension, Louisiana","Ascension","Louisiana","220","Ascension","0050",11577,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",2000,17.2756,3.4551,21000,,,807.75,"wave_coverage_differs"
"G3700090",1870,1870,"Ashe, North Carolina","Ashe","North Carolina","370","Ashe","0090",9573,1870,36,"total religious edifices from NHGIS table NT44 (AK8001)",4400,45.9626,37.6058,8300,,,1112.13,"wave_coverage_differs"
"G3900050",1870,1870,"Ashland, Ohio","Ashland","Ohio","390","Ashland","0050",21933,1870,72,"total religious edifices from NHGIS table NT44 (AK8001)",21176,96.5486,32.8272,191600,,,1105.4,"wave_coverage_differs"
"G5500030",1870,1870,"Ashland, Wisconsin","Ashland","Wisconsin","550","Ashland","0030",221,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,4443.22,"wave_coverage_differs"
"G0500030",1870,1870,"Ashley, Arkansas","Ashley","Arkansas","050","Ashley","0030",8042,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",4400,54.7128,32.3303,6825,,,2432.47,"wave_coverage_differs"
"G3900070",1870,1870,"Ashtabula, Ohio","Ashtabula","Ohio","390","Ashtabula","0070",32517,1870,87,"total religious edifices from NHGIS table NT44 (AK8001)",29050,89.3379,26.7552,380600,,,1836.85,"wave_coverage_differs"
"G2200070",1870,1870,"Assumption, Louisiana","Assumption","Louisiana","220","Assumption","0070",13234,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",3450,26.0692,6.045,30500,,,944.13,"wave_coverage_differs"
"G4800130",1870,1870,"Atascosa, Texas","Atascosa","Texas","480","Atascosa","0130",2915,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,3163.62,"wave_coverage_differs"
"G2000050",1870,1870,"Atchison, Kansas","Atchison","Kansas","200","Atchison","0050",15507,1870,10,"total religious edifices from NHGIS table NT44 (AK8001)",5700,36.7576,6.4487,74000,,,1107.39,"wave_coverage_differs"
"G2900050",1870,1870,"Atchison, Missouri","Atchison","Missouri","290","Atchison","0050",8440,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",3700,43.8389,13.0332,12800,,,1417.74,"wave_coverage_differs"
"G3900090",1870,1870,"Athens, Ohio","Athens","Ohio","390","Athens","0090",23768,1870,63,"total religious edifices from NHGIS table NT44 (AK8001)",18295,76.9732,26.5062,123000,,,1316.86,"wave_coverage_differs"
"G3400010",1870,1870,"Atlantic, New Jersey","Atlantic","New Jersey","340","Atlantic","0010",14093,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",11550,81.9556,28.3829,136125,,,1479.07,"wave_coverage_differs"
"G2800070",1870,1870,"Attala, Mississippi","Attala","Mississippi","280","Attala","0070",14776,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",7850,53.1267,23.6871,29700,,,1908.05,"wave_coverage_differs"
"G2900070",1870,1870,"Audrain, Missouri","Audrain","Missouri","290","Audrain","0070",12307,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",3050,24.7826,15.4384,34500,,,1804.76,"wave_coverage_differs"
"G1900090",1870,1870,"Audubon, Iowa","Audubon","Iowa","190","Audubon","0090",1212,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",300,24.7525,8.2508,2000,,,1148.42,"wave_coverage_differs"
"G3900110",1870,1870,"Auglaize, Ohio","Auglaize","Ohio","390","Auglaize","0110",20041,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",12000,59.8773,20.4581,115700,,,1040.93,"wave_coverage_differs"
"G5100150",1870,1870,"Augusta, Virginia","Augusta","Virginia","510","Augusta","0150",28763,1870,78,"total religious edifices from NHGIS table NT44 (AK8001)",23620,82.1194,27.1182,239350,,,2605.8,"wave_coverage_differs"
"G4800150",1870,1870,"Austin, Texas","Austin","Texas","480","Austin","0150",15087,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",2200,14.5821,5.3026,6600,,,2701.1,"wave_coverage_differs"
"G0100010",1870,1870,"Autauga, Alabama","Autauga","Alabama","010","Autauga","0010",11623,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",5580,48.0083,19.7884,44150,,,1565.33,"wave_coverage_differs"
"G2200090",1870,1870,"Avoyelles, Louisiana","Avoyelles","Louisiana","220","Avoyelles","0090",12926,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",2250,17.4068,4.6418,17500,,,2242.19,"wave_coverage_differs"
"G0100015",1870,1870,"Baker, Alabama","Baker","Alabama","010","Baker","0015",6194,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1600,25.8314,12.9157,2300,,,1748.23,"wave_coverage_differs"
"G1200030",1870,1870,"Baker, Florida","Baker","Florida","120","Baker","0030",1325,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",1000,75.4717,30.1887,500,,,1532.12,"wave_coverage_differs"
"G1300070",1870,1870,"Baker, Georgia","Baker","Georgia","130","Baker","0070",6843,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",3000,43.8404,8.7681,3200,,,904.34,"wave_coverage_differs"
"G4100010",1870,1870,"Baker, Oregon","Baker","Oregon","410","Baker","0010",2804,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",200,7.1327,7.1327,800,,,26117.45,"wave_coverage_differs"
"G0100030",1870,1870,"Baldwin, Alabama","Baldwin","Alabama","010","Baldwin","0030",6004,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",1600,26.6489,23.3178,8250,,,4211.24,"wave_coverage_differs"
"G1300090",1870,1870,"Baldwin, Georgia","Baldwin","Georgia","130","Baldwin","0090",10618,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",4050,38.1428,13.1852,10350,,,687.24,"wave_coverage_differs"
"G2100070",1870,1870,"Ballard, Kentucky","Ballard","Kentucky","210","Ballard","0070",12576,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",4000,31.8066,19.084,10950,,,1225.09,"wave_coverage_differs"
"G2400050",1870,1870,"Baltimore, Maryland","Baltimore","Maryland","240","Baltimore","0050",330741,1870,289,"total religious edifices from NHGIS table NT44 (AK8001)",169720,51.3151,8.738,8130600,,,1746.58,"wave_coverage_differs"
"G2405100",1870,1870,"Baltimore City, Maryland","Baltimore City","Maryland","240","Baltimore City","5100",,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,39.8,"wave_coverage_differs"
"G4800190",1870,1870,"Bandera, Texas","Bandera","Texas","480","Bandera","0190",649,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",700,107.8582,30.8166,2050,,,2515.26,"wave_coverage_differs"
"G1300110",1870,1870,"Banks, Georgia","Banks","Georgia","130","Banks","0110",4973,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",4700,94.5104,32.1737,13000,,,605.82,"wave_coverage_differs"
"G0100050",1870,1870,"Barbour, Alabama","Barbour","Alabama","010","Barbour","0050",29309,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",10420,35.5522,13.3065,92500,,,2343.7,"wave_coverage_differs"
"G5400010",1870,1870,"Barbour, West Virginia","Barbour","West Virginia","540","Barbour","0010",10312,1870,38,"total religious edifices from NHGIS table NT44 (AK8001)",10750,104.2475,36.8503,18000,,,890.52,"wave_coverage_differs"
"G2500010",1870,1870,"Barnstable, Massachusetts","Barnstable","Massachusetts","250","Barnstable","0010",32774,1870,77,"total religious edifices from NHGIS table NT44 (AK8001)",29880,91.1698,23.4942,377350,,,1082.43,"wave_coverage_differs"
"G4500110",1870,1870,"Barnwell, South Carolina","Barnwell","South Carolina","450","Barnwell","0110",35724,1870,68,"total religious edifices from NHGIS table NT44 (AK8001)",20975,58.714,19.0348,44182,,,4564.79,"wave_coverage_differs"
"G2100090",1870,1870,"Barren, Kentucky","Barren","Kentucky","210","Barren","0090",17780,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",13460,75.703,23.0596,36250,,,1295.4,"wave_coverage_differs"
"G5500050",1870,1870,"Barron, Wisconsin","Barron","Wisconsin","550","Barron","0050",538,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,2304.49,"wave_coverage_differs"
"G2600150",1870,1870,"Barry, Michigan","Barry","Michigan","260","Barry","0150",22199,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",6450,29.0554,10.8113,65500,,,1494.53,"wave_coverage_differs"
"G2900090",1870,1870,"Barry, Missouri","Barry","Missouri","290","Barry","0090",10373,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1700,16.3887,6.7483,3000,,,2048.57,"wave_coverage_differs"
"G1800050",1870,1870,"Bartholomew, Indiana","Bartholomew","Indiana","180","Bartholomew","0050",21133,1870,49,"total religious edifices from NHGIS table NT44 (AK8001)",16750,79.2599,23.1865,168500,,,1060.65,"wave_coverage_differs"
"G2000090",1870,1870,"Barton, Kansas","Barton","Kansas","200","Barton","0090",2,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,2332.63,"wave_coverage_differs"
"G2900110",1870,1870,"Barton, Missouri","Barton","Missouri","290","Barton","0110",5087,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",150,2.9487,1.9658,1500,,,1545.5,"wave_coverage_differs"
"G1300150",1870,1870,"Bartow, Georgia","Bartow","Georgia","130","Bartow","0150",16566,1870,32,"total religious edifices from NHGIS table NT44 (AK8001)",15950,96.2815,19.3167,25000,,,1222.72,"wave_coverage_differs"
"G4800210",1870,1870,"Bastrop, Texas","Bastrop","Texas","480","Bastrop","0210",12290,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1800,14.6461,4.0683,14000,,,2438.73,"wave_coverage_differs"
"G2900130",1870,1870,"Bates, Missouri","Bates","Missouri","290","Bates","0130",15960,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",500,3.1328,1.8797,6500,,,2205.07,"wave_coverage_differs"
"G2100110",1870,1870,"Bath, Kentucky","Bath","Kentucky","210","Bath","0110",10145,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",9700,95.6136,24.6427,38175,,,735.41,"wave_coverage_differs"
"G5100170",1870,1870,"Bath, Virginia","Bath","Virginia","510","Bath","0170",3795,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1225,32.2793,18.4453,11300,,,1384.56,"wave_coverage_differs"
"G2600170",1870,1870,"Bay, Michigan","Bay","Michigan","260","Bay","0170",15900,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",4975,31.2893,8.805,131000,,,2008.27,"wave_coverage_differs"
"G5500070",1870,1870,"Bayfield, Wisconsin","Bayfield","Wisconsin","550","Bayfield","0070",344,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",430,125,87.2093,5335,,,3914.21,"wave_coverage_differs"
"G4800230",1870,1870,"Baylor, Texas","Baylor","Texas","480","Baylor","0230",,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2333.76,"wave_coverage_differs"
"G3700130",1870,1870,"Beaufort, North Carolina","Beaufort","North Carolina","370","Beaufort","0130",13011,1870,28,"total religious edifices from NHGIS table NT44 (AK8001)",5700,43.8091,21.5203,50060,,,2152.81,"wave_coverage_differs"
"G4500130",1870,1870,"Beaufort, South Carolina","Beaufort","South Carolina","450","Beaufort","0130",34359,1870,67,"total religious edifices from NHGIS table NT44 (AK8001)",18500,53.8432,19.5,140000,,,4861.37,"wave_coverage_differs"
"G4200070",1870,1870,"Beaver, Pennsylvania","Beaver","Pennsylvania","420","Beaver","0070",36148,1870,78,"total religious edifices from NHGIS table NT44 (AK8001)",28420,78.6212,21.578,351450,,,1149.83,"wave_coverage_differs"
"G4950015",1870,1870,"Beaver, Utah Territory","Beaver","Utah Territory","495","Beaver","0015",2007,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",800,39.8605,9.9651,8000,,,6713.94,"wave_coverage_differs"
"G3050015",1870,1870,"Beaverhead, Montana Territory","Beaverhead","Montana Territory","305","Beaverhead","0015",722,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",100,13.8504,13.8504,300,,,12650,"wave_coverage_differs"
"G2700050",1870,1870,"Becker, Minnesota","Becker","Minnesota","270","Becker","0050",308,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,3743,"wave_coverage_differs"
"G4200090",1870,1870,"Bedford, Pennsylvania","Bedford","Pennsylvania","420","Bedford","0090",29635,1870,109,"total religious edifices from NHGIS table NT44 (AK8001)",38290,129.2053,36.7808,260750,,,2634.16,"wave_coverage_differs"
"G4700030",1870,1870,"Bedford, Tennessee","Bedford","Tennessee","470","Bedford","0030",24333,1870,55,"total religious edifices from NHGIS table NT44 (AK8001)",10700,43.9732,22.603,79300,,,1229.71,"wave_coverage_differs"
"G5100190",1870,1870,"Bedford, Virginia","Bedford","Virginia","510","Bedford","0190",25327,1870,53,"total religious edifices from NHGIS table NT44 (AK8001)",17500,69.0962,20.9263,62500,,,2037.82,"wave_coverage_differs"
"G4800250",1870,1870,"Bee, Texas","Bee","Texas","480","Bee","0250",1082,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",300,27.7264,27.7264,500,,,2280.06,"wave_coverage_differs"
