"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G3300010",1870,1870,"Belknap, New Hampshire","Belknap","New Hampshire","330","Belknap","0010",17681,1870,47,"total religious edifices from NHGIS table NT44 (AK8001)",12135,68.633,26.5822,158500,,,1213.61,"wave_coverage_differs"
"G4800270",1870,1870,"Bell, Texas","Bell","Texas","480","Bell","0270",9771,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",900,9.2109,3.0703,5000,,,2817.72,"wave_coverage_differs"
"G3900130",1870,1870,"Belmont, Ohio","Belmont","Ohio","390","Belmont","0130",39714,1870,89,"total religious edifices from NHGIS table NT44 (AK8001)",32320,81.3819,22.4102,278050,,,1401.89,"wave_coverage_differs"
"G2700070",1870,1870,"Beltrami, Minnesota","Beltrami","Minnesota","270","Beltrami","0070",80,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,7839.54,"wave_coverage_differs"
"G5000030",1870,1870,"Bennington, Vermont","Bennington","Vermont","500","Bennington","0030",21325,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",12350,57.9132,18.7573,132800,,,1755.11,"wave_coverage_differs"
"G0850035",1870,1870,"Bent, Colorado Territory","Bent","Colorado Territory","085","Bent","0035",592,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,12146.33,"wave_coverage_differs"
"G0500070",1870,1870,"Benton, Arkansas","Benton","Arkansas","050","Benton","0070",13831,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",6000,43.3808,13.7373,23000,,,2283.74,"wave_coverage_differs"
"G1800070",1870,1870,"Benton, Indiana","Benton","Indiana","180","Benton","0070",5615,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",3200,56.9902,19.5904,18000,,,1052.86,"wave_coverage_differs"
"G1900110",1870,1870,"Benton, Iowa","Benton","Iowa","190","Benton","0110",22454,1870,29,"total religious edifices from NHGIS table NT44 (AK8001)",8450,37.6325,12.9153,93450,,,1860.88,"wave_coverage_differs"
"G2700090",1870,1870,"Benton, Minnesota","Benton","Minnesota","270","Benton","0090",1558,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1060,68.0359,32.0924,7100,,,1069.82,"wave_coverage_differs"
"G2900150",1870,1870,"Benton, Missouri","Benton","Missouri","290","Benton","0150",11322,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",4500,39.7456,12.3653,16000,,,1949.09,"wave_coverage_differs"
"G4100030",1870,1870,"Benton, Oregon","Benton","Oregon","410","Benton","0030",4584,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",2450,53.4468,17.452,7700,,,3410.72,"wave_coverage_differs"
"G4700050",1870,1870,"Benton, Tennessee","Benton","Tennessee","470","Benton","0050",8234,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",9300,112.9463,54.6514,12000,,,951.16,"wave_coverage_differs"
"G2600190",1870,1870,"Benzie, Michigan","Benzie","Michigan","260","Benzie","0190",2184,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",870,39.8352,18.315,12500,,,900.24,"wave_coverage_differs"
"G3400030",1870,1870,"Bergen, New Jersey","Bergen","New Jersey","340","Bergen","0030",30122,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",16050,53.2833,12.9473,505500,,,621.94,"wave_coverage_differs"
"G5400030",1870,1870,"Berkeley, West Virginia","Berkeley","West Virginia","540","Berkeley","0030",14900,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",10080,67.651,26.1745,121750,,,832.82,"wave_coverage_differs"
"G4200110",1870,1870,"Berks, Pennsylvania","Berks","Pennsylvania","420","Berks","0110",106701,1870,190,"total religious edifices from NHGIS table NT44 (AK8001)",88000,82.4735,17.8068,1685200,,,2242.56,"wave_coverage_differs"
"G2500030",1870,1870,"Berkshire, Massachusetts","Berkshire","Massachusetts","250","Berkshire","0030",64827,1870,102,"total religious edifices from NHGIS table NT44 (AK8001)",44715,68.9759,15.7342,838668,,,2450.92,"wave_coverage_differs"
"G3550035",1870,1870,"Bernalillo, New Mexico Territory","Bernalillo","New Mexico Territory","355","Bernalillo","0035",7591,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",11000,144.9084,14.4908,40000,,,5086.01,"wave_coverage_differs"
"G1300190",1870,1870,"Berrien, Georgia","Berrien","Georgia","130","Berrien","0190",4518,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",1700,37.6273,24.3471,2850,,,2189.43,"wave_coverage_differs"
"G2600210",1870,1870,"Berrien, Michigan","Berrien","Michigan","260","Berrien","0210",35104,1870,55,"total religious edifices from NHGIS table NT44 (AK8001)",16235,46.2483,15.6677,290975,,,1502.85,"wave_coverage_differs"
"G3700150",1870,1870,"Bertie, North Carolina","Bertie","North Carolina","370","Bertie","0150",12950,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",6365,49.1506,19.305,28500,,,1832.89,"wave_coverage_differs"
"G4800290",1870,1870,"Bexar, Texas","Bexar","Texas","480","Bexar","0290",16043,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",2800,17.4531,3.7399,65000,,,3650.37,"wave_coverage_differs"
"G4800295",1870,1870,"Bexar District, Texas","Bexar District","Texas","480","Bexar District","0295",1077,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,75831.08,"wave_coverage_differs"
"G0100070",1870,1870,"Bibb, Alabama","Bibb","Alabama","010","Bibb","0070",7469,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",4400,58.9102,21.4219,5200,,,1600.09,"wave_coverage_differs"
"G1300210",1870,1870,"Bibb, Georgia","Bibb","Georgia","130","Bibb","0210",21255,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",11543,54.3072,11.7619,194000,,,624.06,"wave_coverage_differs"
"G2200130",1870,1870,"Bienville, Louisiana","Bienville","Louisiana","220","Bienville","0130",10636,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",3000,28.2061,16.9237,8500,,,2762.55,"wave_coverage_differs"
"G3050035",1870,1870,"Big Horn, Montana Territory","Big Horn","Montana Territory","305","Big Horn","0035",38,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,85148.48,"wave_coverage_differs"
"G2700110",1870,1870,"Big Stone, Minnesota","Big Stone","Minnesota","270","Big Stone","0110",24,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1363.37,"wave_coverage_differs"
"G1900130",1870,1870,"Black Hawk, Iowa","Black Hawk","Iowa","190","Black Hawk","0130",21706,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",7200,33.1706,8.7533,89400,,,1483.25,"wave_coverage_differs"
"G3100075",1870,1870,"Blackbird, Nebraska","Blackbird","Nebraska","310","Blackbird","0075",31,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,823.11,"wave_coverage_differs"
"G1800090",1870,1870,"Blackford, Indiana","Blackford","Indiana","180","Blackford","0090",6272,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",3700,58.9923,20.727,16500,,,428.86,"wave_coverage_differs"
"G3700170",1870,1870,"Bladen, North Carolina","Bladen","North Carolina","370","Bladen","0170",12831,1870,28,"total religious edifices from NHGIS table NT44 (AK8001)",5300,41.3062,21.8221,25550,,,2453.19,"wave_coverage_differs"
"G4200130",1870,1870,"Blair, Pennsylvania","Blair","Pennsylvania","420","Blair","0130",38051,1870,65,"total religious edifices from NHGIS table NT44 (AK8001)",25178,66.1691,17.0823,722225,,,1364.57,"wave_coverage_differs"
"G4800310",1870,1870,"Blanco, Texas","Blanco","Texas","480","Blanco","0310",1187,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",350,29.4861,25.2738,1100,,,1847.77,"wave_coverage_differs"
"G5100210",1870,1870,"Bland, Virginia","Bland","Virginia","510","Bland","0210",4000,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1400,35,17.5,3550,,,921.95,"wave_coverage_differs"
"G4700070",1870,1870,"Bledsoe, Tennessee","Bledsoe","Tennessee","470","Bledsoe","0070",4870,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",6800,139.6304,39.0144,13000,,,1053.49,"wave_coverage_differs"
"G0100090",1870,1870,"Blount, Alabama","Blount","Alabama","010","Blount","0090",9945,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",6200,62.3429,40.2212,7300,,,2505.79,"wave_coverage_differs"
"G4700090",1870,1870,"Blount, Tennessee","Blount","Tennessee","470","Blount","0090",14237,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",23100,162.2533,31.6078,27900,,,1833.65,"wave_coverage_differs"
"G2700130",1870,1870,"Blue Earth, Minnesota","Blue Earth","Minnesota","270","Blue Earth","0130",17302,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",3220,18.6106,6.9356,55500,,,1982.88,"wave_coverage_differs"
"G1650075",1870,1870,"Boise, Idaho Territory","Boise","Idaho Territory","165","Boise","0075",3834,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",150,3.9124,2.6082,3000,,,7498.14,"wave_coverage_differs"
"G2800110",1870,1870,"Bolivar, Mississippi","Bolivar","Mississippi","280","Bolivar","0110",9732,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1100,11.3029,6.1652,5200,,,2486.56,"wave_coverage_differs"
"G2900170",1870,1870,"Bollinger, Missouri","Bollinger","Missouri","290","Bollinger","0170",8162,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1600,19.603,9.8015,7500,,,1409.54,"wave_coverage_differs"
"G0950075",1870,1870,"Bon Homme, Dakota Territory","Bon Homme","Dakota Territory","095","Bon Homme","0075",608,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1506.5,"wave_coverage_differs"
"G1700050",1870,1870,"Bond, Illinois","Bond","Illinois","170","Bond","0050",13152,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",7050,53.604,22.8102,62500,,,991.34,"wave_coverage_differs"
"G0500090",1870,1870,"Boone, Arkansas","Boone","Arkansas","050","Boone","0090",7032,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,1558.78,"wave_coverage_differs"
"G1700070",1870,1870,"Boone, Illinois","Boone","Illinois","170","Boone","0070",12942,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",6050,46.747,10.8175,135100,,,730.44,"wave_coverage_differs"
"G1800110",1870,1870,"Boone, Indiana","Boone","Indiana","180","Boone","0110",22593,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",12200,53.999,17.262,106800,,,1096.22,"wave_coverage_differs"
"G1900150",1870,1870,"Boone, Iowa","Boone","Iowa","190","Boone","0150",14584,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",4800,32.9128,8.9139,73625,,,1485.72,"wave_coverage_differs"
"G2100150",1870,1870,"Boone, Kentucky","Boone","Kentucky","210","Boone","0150",10696,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",8650,80.8714,25.2431,40600,,,665.24,"wave_coverage_differs"
"G2900190",1870,1870,"Boone, Missouri","Boone","Missouri","290","Boone","0190",20765,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",9200,44.3053,19.2632,114000,,,1789.4,"wave_coverage_differs"
"G5400050",1870,1870,"Boone, West Virginia","Boone","West Virginia","540","Boone","0050",4553,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",400,8.7854,4.3927,200,,,1303.27,"wave_coverage_differs"
"G4800350",1870,1870,"Bosque, Texas","Bosque","Texas","480","Bosque","0350",4981,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",100,2.0076,2.0076,100,,,2596.57,"wave_coverage_differs"
"G2200150",1870,1870,"Bossier, Louisiana","Bossier","Louisiana","220","Bossier","0150",12675,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",2900,22.8797,9.4675,8500,,,2933.37,"wave_coverage_differs"
"G5100230",1870,1870,"Botetourt, Virginia","Botetourt","Virginia","510","Botetourt","0230",11329,1870,32,"total religious edifices from NHGIS table NT44 (AK8001)",8200,72.3806,28.2461,37800,,,1428.77,"wave_coverage_differs"
"G0850055",1870,1870,"Boulder, Colorado Territory","Boulder","Colorado Territory","085","Boulder","0055",1939,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",725,37.3904,25.7865,13500,,,1945.47,"wave_coverage_differs"
"G2000110",1870,1870,"Bourbon, Kansas","Bourbon","Kansas","200","Bourbon","0110",15076,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1970,13.0671,4.6431,32000,,,1655.25,"wave_coverage_differs"
"G2100170",1870,1870,"Bourbon, Kentucky","Bourbon","Kentucky","210","Bourbon","0170",14863,1870,22,"total religious edifices from NHGIS table NT44 (AK8001)",8650,58.1982,14.8019,212000,,,755.34,"wave_coverage_differs"
"G4800370",1870,1870,"Bowie, Texas","Bowie","Texas","480","Bowie","0370",4684,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1600,34.1588,10.6746,5500,,,2391.45,"wave_coverage_differs"
"G4950035",1870,1870,"Box Elder, Utah Territory","Box Elder","Utah Territory","495","Box Elder","0035",4855,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",4160,85.6849,18.5376,11300,,,17428.77,"wave_coverage_differs"
"G2100190",1870,1870,"Boyd, Kentucky","Boyd","Kentucky","210","Boyd","0190",8573,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",3500,40.8258,12.831,3600,,,417.7,"wave_coverage_differs"
"G2100210",1870,1870,"Boyle, Kentucky","Boyle","Kentucky","210","Boyle","0210",9515,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",3900,40.9879,15.7646,88000,,,474.51,"wave_coverage_differs"
"G2100230",1870,1870,"Bracken, Kentucky","Bracken","Kentucky","210","Bracken","0230",11409,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",7100,62.2316,21.036,69000,,,542.25,"wave_coverage_differs"
"G1200070",1870,1870,"Bradford, Florida","Bradford","Florida","120","Bradford","0070",3671,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",2900,78.9975,21.7924,5000,,,1425.2,"wave_coverage_differs"
"G4200150",1870,1870,"Bradford, Pennsylvania","Bradford","Pennsylvania","420","Bradford","0150",53204,1870,74,"total religious edifices from NHGIS table NT44 (AK8001)",20000,37.5912,13.9087,224800,,,3007.15,"wave_coverage_differs"
"G0500110",1870,1870,"Bradley, Arkansas","Bradley","Arkansas","050","Bradley","0110",8646,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",3750,43.3727,34.6981,9050,,,2641.22,"wave_coverage_differs"
"G4700110",1870,1870,"Bradley, Tennessee","Bradley","Tennessee","470","Bradley","0110",11652,1870,42,"total religious edifices from NHGIS table NT44 (AK8001)",12950,111.1397,36.0453,27900,,,843.83,"wave_coverage_differs"
"G2600230",1870,1870,"Branch, Michigan","Branch","Michigan","260","Branch","0230",26226,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",10520,40.1129,15.6333,192250,,,1346.01,"wave_coverage_differs"
"G5400070",1870,1870,"Braxton, West Virginia","Braxton","West Virginia","540","Braxton","0070",6480,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1500,23.1481,10.8025,2100,,,1337.14,"wave_coverage_differs"
"G4800390",1870,1870,"Brazoria, Texas","Brazoria","Texas","480","Brazoria","0390",7527,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1400,18.5997,7.9713,12000,,,3737.45,"wave_coverage_differs"
"G4800410",1870,1870,"Brazos, Texas","Brazos","Texas","480","Brazos","0410",9205,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",1350,14.6659,4.3455,11000,,,1531.3,"wave_coverage_differs"
"G2100250",1870,1870,"Breathitt, Kentucky","Breathitt","Kentucky","210","Breathitt","0250",5672,1870,10,"total religious edifices from NHGIS table NT44 (AK8001)",1500,26.4457,17.6305,1600,,,1476.96,"wave_coverage_differs"
"G2100270",1870,1870,"Breckinridge, Kentucky","Breckinridge","Kentucky","210","Breckinridge","0270",13440,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",7300,54.3155,18.6012,17000,,,1516.3,"wave_coverage_differs"
"G1900170",1870,1870,"Bremer, Iowa","Bremer","Iowa","190","Bremer","0170",12528,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",2750,21.9508,6.3857,55700,,,1138.04,"wave_coverage_differs"
"G1200090",1870,1870,"Brevard, Florida","Brevard","Florida","120","Brevard","0090",1216,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,10523.48,"wave_coverage_differs"
"G2500050",1870,1870,"Bristol, Massachusetts","Bristol","Massachusetts","250","Bristol","0050",102886,1870,156,"total religious edifices from NHGIS table NT44 (AK8001)",70115,68.1482,15.1624,1495158,,,1483.05,"wave_coverage_differs"
"G4400010",1870,1870,"Bristol, Rhode Island","Bristol","Rhode Island","440","Bristol","0010",9421,1870,17,"total religious edifices from NHGIS table NT44 (AK8001)",11125,118.0873,18.0448,267800,,,65.86,"wave_coverage_differs"
"G5400090",1870,1870,"Brooke, West Virginia","Brooke","West Virginia","540","Brooke","0090",5464,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",5020,91.8741,23.7921,44600,,,238.82,"wave_coverage_differs"
"G0950135",1870,1870,"Brookings, Dakota Territory","Brookings","Dakota Territory","095","Brookings","0135",163,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,3687.81,"wave_coverage_differs"
"G1300270",1870,1870,"Brooks, Georgia","Brooks","Georgia","130","Brooks","0270",8342,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",2150,25.7732,17.9813,12700,,,1269.81,"wave_coverage_differs"
"G3600070",1870,1870,"Broome, New York","Broome","New York","360","Broome","0070",44103,1870,68,"total religious edifices from NHGIS table NT44 (AK8001)",21860,49.5658,15.4185,270000,,,1853.23,"wave_coverage_differs"
"G1700090",1870,1870,"Brown, Illinois","Brown","Illinois","170","Brown","0090",12205,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",2350,19.2544,7.374,63000,,,795.66,"wave_coverage_differs"
