"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217506877","SK0217506877","Cífer",2021,4500,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",3396,75.47,914,20.31,,,,29.93,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217506893","SK0217506893","Dechtice",2021,1790,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1548,86.48,222,12.4,,,,19.6,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217506915","SK0217506915","Dobrá Voda",2021,803,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",653,81.32,132,16.44,,,,33.13,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217506923","SK0217506923","Dolná Krupá",2021,2435,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1851,76.02,428,17.58,,,,24.51,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217506931","SK0217506931","Dolné Dubové",2021,736,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",613,83.29,121,16.44,,,,10.28,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217506940","SK0217506940","Dolné Orešany",2021,1359,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1040,76.53,291,21.41,,,,17.93,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507041","SK0217507041","Horná Krupá",2021,488,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",412,84.43,65,13.32,,,,8.72,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507059","SK0217507059","Horné Dubové",2021,369,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",295,79.95,66,17.89,,,,7.29,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507067","SK0217507067","Horné Orešany",2021,1934,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1476,76.32,419,21.66,,,,21.48,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507156","SK0217507156","Jaslovské Bohunice",2021,2337,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1889,80.83,395,16.9,,,,20.08,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507164","SK0217507164","Kátlovce",2021,1133,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1007,88.88,111,9.8,,,,11.52,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507211","SK0217507211","Košolná",2021,824,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",617,74.88,188,22.82,,,,9.7,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507296","SK0217507296","Majcichov",2021,2163,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1784,82.48,365,16.87,,,,18.24,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507318","SK0217507318","Malženice",2021,1560,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1250,80.13,271,17.37,,,,14.51,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507351","SK0217507351","Naháč",2021,394,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",322,81.73,61,15.48,,,,19.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507512","SK0217507512","Ružindol",2021,1659,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1150,69.32,449,27.06,,,,14.66,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507555","SK0217507555","Smolenice",2021,3248,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2328,71.67,795,24.48,,,,29.05,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507571","SK0217507571","Suchá nad Parnou",2021,2202,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1581,71.8,520,23.61,,,,13.99,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507601","SK0217507601","Špačince",2021,3110,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2351,75.59,695,22.35,,,,22.17,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507636","SK0217507636","Šúrovce",2021,2277,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1816,79.75,359,15.77,,,,20.06,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507687","SK0217507687","Trstín",2021,1405,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1072,76.3,302,21.49,,,,26.04,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507741","SK0217507741","Voderady",2021,1609,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1289,80.11,295,18.33,,,,14.12,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507768","SK0217507768","Zavar",2021,2383,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1635,68.61,487,20.44,,,,14.12,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217507776","SK0217507776","Zeleneč",2021,2632,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2162,82.14,445,16.91,,,,11.81,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556483","SK0217556483","Križovany nad Dudváhom",2021,1745,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1404,80.46,279,15.99,,,,10.17,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556491","SK0217556491","Opoj",2021,1269,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",956,75.33,266,20.96,,,,4.72,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556513","SK0217556513","Vlčkovce",2021,1338,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",938,70.1,330,24.66,,,,12.69,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556556","SK0217556556","Pavlice",2021,544,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",441,81.07,96,17.65,,,,7.52,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556564","SK0217556564","Slovenská Nová Ves",2021,548,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",408,74.45,129,23.54,,,,8.21,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556599","SK0217556599","Dlhá",2021,441,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",344,78,81,18.37,,,,11.79,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556653","SK0217556653","Radošovce (Okres Trnava)",2021,415,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",344,82.89,62,14.94,,,,7.49,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556661","SK0217556661","Dolné Lovčice",2021,800,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",634,79.25,146,18.25,,,,5.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556670","SK0217556670","Šelpice",2021,917,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",656,71.54,201,21.92,,,,10.27,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217556688","SK0217556688","Lošonec",2021,588,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",470,79.93,112,19.05,,,,23.58,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217580473","SK0217580473","Biely Kostol",2021,2376,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1541,64.86,693,29.17,,,,2.43,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217581020","SK0217581020","Hrnčiarovce nad Parnou",2021,2237,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1681,75.15,469,20.97,,,,16.22,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0217581488","SK0217581488","Zvončín",2021,917,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",648,70.67,256,27.92,,,,8.51,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505056","SK0221505056","Ľutov",2021,174,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",132,75.86,42,24.14,,,,8.46,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505072","SK0221505072","Malá Hradná",2021,411,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",370,90.02,37,9,,,,8.17,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505102","SK0221505102","Malé Hoste",2021,409,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",347,84.84,53,12.96,,,,6.76,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505153","SK0221505153","Miezgovce",2021,283,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",219,77.39,64,22.61,,,,8.81,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505200","SK0221505200","Nedašovce",2021,435,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",374,85.98,51,11.72,,,,7.02,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505277","SK0221505277","Omastiná",2021,40,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",26,65,14,35,,,,12.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505331","SK0221505331","Pečeňany",2021,521,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",409,78.5,101,19.39,,,,6.75,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505358","SK0221505358","Podlužany (Okres Bánovce nad Bebravou)",2021,934,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",753,80.62,160,17.13,,,,13.92,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505382","SK0221505382","Pravotice",2021,343,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",310,90.38,29,8.45,,,,6.04,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505412","SK0221505412","Prusy",2021,617,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",513,83.14,86,13.94,,,,7.63,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505447","SK0221505447","Ruskovce (Okres Bánovce nad Bebravou)",2021,519,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",476,91.71,38,7.32,,,,3.32,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505455","SK0221505455","Rybany",2021,1517,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1242,81.87,203,13.38,,,,11.19,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505471","SK0221505471","Slatina nad Bebravou",2021,452,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",390,86.28,52,11.5,,,,11.44,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505480","SK0221505480","Slatinka nad Bebravou",2021,198,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",169,85.35,23,11.62,,,,9.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505544","SK0221505544","Šípkov",2021,149,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",130,87.25,15,10.07,,,,11.56,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505552","SK0221505552","Šišov",2021,510,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",439,86.08,60,11.76,,,,9.47,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505579","SK0221505579","Timoradza",2021,504,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",452,89.68,49,9.72,,,,10.59,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505595","SK0221505595","Trebichava",2021,41,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",33,80.49,5,12.2,,,,11.86,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505625","SK0221505625","Uhrovec",2021,1529,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1118,73.12,382,24.98,,,,22.63,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505633","SK0221505633","Uhrovské Podhradie",2021,39,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",31,79.49,7,17.95,,,,12.51,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505684","SK0221505684","Veľké Hoste",2021,554,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",493,88.99,51,9.21,,,,8.15,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505692","SK0221505692","Veľké Chlievany",2021,498,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",408,81.93,82,16.47,,,,4.99,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505765","SK0221505765","Vysočany",2021,109,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",99,90.83,10,9.17,,,,4.35,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505790","SK0221505790","Zlatníky",2021,681,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",503,73.86,156,22.91,,,,50.56,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221505811","SK0221505811","Žitná-Radiša",2021,448,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",356,79.46,81,18.08,,,,17.77,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542652","SK0221542652","Bánovce nad Bebravou",2021,17311,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",12239,70.7,3743,21.62,,,,26.63,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542741","SK0221542741","Brezolupy",2021,504,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",405,80.36,89,17.66,,,,6.31,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542776","SK0221542776","Cimenná",2021,101,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",87,86.14,13,12.87,,,,3.65,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542806","SK0221542806","Čierna Lehota (Okres Bánovce nad Bebravou)",2021,110,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",93,84.55,15,13.64,,,,15.25,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542822","SK0221542822","Dežerice",2021,1019,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",793,77.82,203,19.92,,,,13.05,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542849","SK0221542849","Dolné Naštice",2021,588,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",471,80.1,89,15.14,,,,4.68,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542857","SK0221542857","Dubnička",2021,124,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",96,77.42,27,21.77,,,,8.2,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542873","SK0221542873","Dvorec",2021,475,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",397,83.58,66,13.89,,,,2.69,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542890","SK0221542890","Haláčovce",2021,369,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",326,88.35,34,9.21,,,,4.92,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221542920","SK0221542920","Horné Naštice",2021,506,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",415,82.02,86,17,,,,8.44,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221543080","SK0221543080","Krásna Ves",2021,496,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",407,82.06,82,16.53,,,,10.19,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221543136","SK0221543136","Kšinná",2021,486,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",396,81.48,87,17.9,,,,41.08,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221545651","SK0221545651","Veľké Držkovce",2021,680,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",576,84.71,93,13.68,,,,12.72,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221556289","SK0221556289","Otrhánky",2021,394,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",357,90.61,36,9.14,,,,4.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221556360","SK0221556360","Libichava",2021,142,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",107,75.35,32,22.54,,,,2.8,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221556408","SK0221556408","Chudá Lehota",2021,226,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",205,90.71,19,8.41,,,,3.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
