"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326511927","SK0326511927","Trebeľovce",2021,867,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",625,72.09,202,23.3,,,,19.13,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326511943","SK0326511943","Tuhár",2021,339,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",284,83.78,46,13.57,,,,19.32,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326511994","SK0326511994","Veľká nad Ipľom",2021,932,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",718,77.04,152,16.31,,,,24.2,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326512010","SK0326512010","Veľké Dravce",2021,698,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",523,74.93,124,17.77,,,,9.36,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326557307","SK0326557307","Vidiná",2021,1694,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1132,66.82,493,29.1,,,,5.32,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326557315","SK0326557315","Biskupice",2021,1137,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",911,80.12,148,13.02,,,,7.58,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326557331","SK0326557331","Gregorova Vieska",2021,144,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",105,72.92,36,25,,,,4.87,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326557340","SK0326557340","Trenč",2021,558,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",403,72.22,74,13.26,,,,17.59,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326558273","SK0326558273","Bulhary",2021,320,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",286,89.38,28,8.75,,,,9.77,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0326580309","SK0326580309","Mikušovce (Okres Lučenec)",2021,275,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",219,79.64,49,17.82,,,,5.18,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511269","SK0327511269","Breznička (Okres Poltár)",2021,725,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",550,75.86,166,22.9,,,,9.04,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511315","SK0327511315","Cinobaňa",2021,2055,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1373,66.81,555,27.01,,,,39.13,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511340","SK0327511340","České Brezovo",2021,444,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",319,71.85,116,26.13,,,,38.38,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511447","SK0327511447","Hradište (Okres Poltár)",2021,240,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",180,75,53,22.08,,,,14.48,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511471","SK0327511471","Kalinovo",2021,2226,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1539,69.14,614,27.58,,,,39.81,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511498","SK0327511498","Kokava nad Rimavicou",2021,2761,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1753,63.49,931,33.72,,,,66.4,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511501","SK0327511501","Krná",2021,54,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",34,62.96,20,37.04,,,,14.02,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511595","SK0327511595","Málinec",2021,1396,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1049,75.14,316,22.64,,,,50.14,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511617","SK0327511617","Mládzovo",2021,101,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",63,62.38,37,36.63,,,,7.96,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511684","SK0327511684","Ozdín",2021,288,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",237,82.29,49,17.01,,,,15.12,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511765","SK0327511765","Poltár",2021,5333,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",3112,58.35,1818,34.09,,,,30.76,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511820","SK0327511820","Rovňany",2021,246,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",176,71.54,59,23.98,,,,9.55,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511889","SK0327511889","Šoltýska",2021,86,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",71,82.56,8,9.3,,,,4.15,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327511978","SK0327511978","Uhorské",2021,515,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",385,74.76,114,22.14,,,,24.37,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327512001","SK0327512001","Veľká Ves",2021,424,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",334,78.77,71,16.75,,,,9.64,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327514900","SK0327514900","Hrnčiarska Ves",2021,965,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",720,74.61,177,18.34,,,,25.56,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327514918","SK0327514918","Hrnčiarske Zalužany",2021,832,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",594,71.39,219,26.32,,,,5.95,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327515515","SK0327515515","Selce (Okres Poltár)",2021,113,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",72,63.72,38,33.63,,,,24.53,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327515591","SK0327515591","Sušany",2021,418,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",270,64.59,142,33.97,,,,12.82,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327557323","SK0327557323","Ďubákovo",2021,79,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",59,74.68,14,17.72,,,,6.59,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327580317","SK0327580317","Utekáč",2021,878,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",559,63.67,276,31.44,,,,27.05,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0327582051","SK0327582051","Zlatno (Okres Poltár)",2021,455,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",220,48.35,161,35.38,,,,0.42,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328514675","SK0328514675","Držkovce",2021,591,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",493,83.42,72,12.18,,,,20.92,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328514721","SK0328514721","Gemer",2021,899,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",615,68.41,279,31.03,,,,17.82,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328514756","SK0328514756","Gemerská Ves",2021,1001,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",724,72.33,239,23.88,,,,18,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328514896","SK0328514896","Hrlica",2021,56,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",33,58.93,21,37.5,,,,5.43,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328514977","SK0328514977","Chvalová",2021,194,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",138,71.13,54,27.84,,,,9.15,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515159","SK0328515159","Levkuška",2021,239,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",166,69.46,66,27.62,,,,3.6,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515256","SK0328515256","Otročok",2021,332,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",201,60.54,125,37.65,,,,5.49,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515302","SK0328515302","Ploské (Okres Revúca)",2021,71,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",51,71.83,18,25.35,,,,7.18,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515311","SK0328515311","Polina",2021,89,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",59,66.29,29,32.58,,,,9.13,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515361","SK0328515361","Rašice",2021,117,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",86,73.5,31,26.5,,,,9.04,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515370","SK0328515370","Ratková",2021,622,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",436,70.1,141,22.67,,,,12.73,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515400","SK0328515400","Ratkovské Bystré",2021,304,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",214,70.39,85,27.96,,,,27.52,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515507","SK0328515507","Rybník (Okres Revúca)",2021,158,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",124,78.48,27,17.09,,,,16.79,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515523","SK0328515523","Skerešovo",2021,216,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",164,75.93,47,21.76,,,,12.97,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515574","SK0328515574","Leváre",2021,80,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",76,95,1,1.25,,,,7.45,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515612","SK0328515612","Tornaľa",2021,6971,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",4259,61.1,2219,31.83,,,,57.71,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515761","SK0328515761","Višňové (Okres Revúca)",2021,59,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",45,76.27,14,23.73,,,,8.26,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328515833","SK0328515833","Žiar (Okres Revúca)",2021,111,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",74,66.67,37,33.33,,,,5.09,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525677","SK0328525677","Gemerské Teplice",2021,365,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",205,56.16,138,37.81,,,,12.62,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525685","SK0328525685","Gemerský Sad",2021,299,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",187,62.54,99,33.11,,,,12.34,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525766","SK0328525766","Hucín",2021,939,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",325,34.61,576,61.34,,,,12.39,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525774","SK0328525774","Chyžné",2021,402,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",207,51.49,171,42.54,,,,19.39,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525791","SK0328525791","Jelšava",2021,3209,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1260,39.26,1425,44.41,,,,46.86,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525812","SK0328525812","Kameňany",2021,842,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",424,50.36,389,46.2,,,,31.18,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525901","SK0328525901","Licince",2021,795,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",557,70.06,216,27.17,,,,18.29,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525928","SK0328525928","Lubeník",2021,1257,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",428,34.05,727,57.84,,,,5.73,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525944","SK0328525944","Magnezitovce",2021,455,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",112,24.62,334,73.41,,,,15.11,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525987","SK0328525987","Muráň",2021,1236,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",940,76.05,195,15.78,,,,103.4,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328525995","SK0328525995","Muránska Dlhá Lúka",2021,918,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",749,81.59,113,12.31,,,,18.53,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526002","SK0328526002","Muránska Huta",2021,178,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",126,70.79,46,25.84,,,,8.47,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526011","SK0328526011","Muránska Lehota",2021,199,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",174,87.44,25,12.56,,,,7.81,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526029","SK0328526029","Muránska Zdychava",2021,228,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",196,85.96,31,13.6,,,,28.62,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526037","SK0328526037","Nandraž",2021,274,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",104,37.96,159,58.03,,,,10.69,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526100","SK0328526100","Prihradzany",2021,73,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",47,64.38,25,34.25,,,,4.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526118","SK0328526118","Rákoš (Okres Revúca)",2021,409,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",214,52.32,188,45.97,,,,13.02,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526142","SK0328526142","Revúca",2021,11484,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",5116,44.55,5158,44.91,,,,39.05,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526151","SK0328526151","Revúcka Lehota",2021,310,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",183,59.03,123,39.68,,,,6.98,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526258","SK0328526258","Sirk",2021,1314,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",228,17.35,1038,79,,,,18.35,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526304","SK0328526304","Šivetice",2021,360,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",234,65,124,34.44,,,,8.18,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328526321","SK0328526321","Turčok",2021,287,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",65,22.65,212,73.87,,,,14.59,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328557820","SK0328557820","Sása (Okres Revúca)",2021,186,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",35,18.82,145,77.96,,,,4.69,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0328580384","SK0328580384","Mokrá Lúka",2021,540,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",255,47.22,233,43.15,,,,15.34,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0329514462","SK0329514462","Rimavská Sobota",2021,22048,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",10735,48.69,8516,38.62,,,,77.72,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0329514489","SK0329514489","Babinec",2021,60,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",40,66.67,19,31.67,,,,5.03,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0329514501","SK0329514501","Barca",2021,596,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",529,88.76,57,9.56,,,,11.43,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0329514519","SK0329514519","Bátka",2021,849,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",606,71.38,219,25.8,,,,11.82,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
