"area_code","area_name","land_area_sq_km","year","category","count"
"183401","Te Awamutu West",1.18280241,2013,"Residual Categories",90
"183500","Leamington West",1.25638057,2013,"Residual Categories",87
"183600","Goodfellow Park",0.94961807,2013,"Residual Categories",129
"183701","Leamington South",2.91232379,2013,"Residual Categories",96
"183800","Leamington Central",1.19303205,2013,"Residual Categories",177
"183900","Leamington East",1.41411396,2013,"Residual Categories",99
"184000","Te Awamutu Stadium",1.16584443,2013,"Residual Categories",87
"184100","Te Awamutu Central",0.71240724,2013,"Residual Categories",30
"184201","Pekerau",4.00839586,2013,"Residual Categories",156
"184300","Fraser Street",1.13512076,2013,"Residual Categories",75
"184400","Sherwin Park",2.20680661,2013,"Residual Categories",132
"184501","St Leger",6.56016973,2013,"Residual Categories",9
"184601","Rotoorangi",183.37639835,2013,"Residual Categories",141
"184700","Tokanui",23.68480856,2013,"Residual Categories",78
"184800","Kihikihi Central",2.23824501,2013,"Residual Categories",222
"184900","Maungatautari",113.00375515,2013,"Residual Categories",60
"185000","Rotongata",211.55378482,2013,"Residual Categories",93
"185200","Pirongia Forest",490.79860606,2013,"Residual Categories",90
"185300","Honikiwi",245.61445614,2013,"Residual Categories",90
"185400","Te Kawa",114.62283091,2013,"Residual Categories",93
"185500","Ōtorohanga",5.07402224,2013,"Residual Categories",189
"185600","Maihiihi",469.05610764,2013,"Residual Categories",144
"185700","Puniu",674.02193239,2013,"Residual Categories",192
"185800","Tīrau",293.09937885,2013,"Residual Categories",135
"185900","Putāruru Rural",555.79759792,2013,"Residual Categories",168
"186000","Putāruru",6.81397525,2013,"Residual Categories",366
"186100","Kinleith",947.5194139,2013,"Residual Categories",129
"186200","Paraonui",2.36081178,2013,"Residual Categories",141
"186300","Parkdale",2.53785034,2013,"Residual Categories",69
"186400","Matarawa",1.96217751,2013,"Residual Categories",246
"186500","Stanley Park",1.15485789,2013,"Residual Categories",249
"186600","Strathmore (South Waikato District)",1.24910104,2013,"Residual Categories",255
"186700","Tokoroa Central",4.70189641,2013,"Residual Categories",135
"186800","Moananui",1.67889865,2013,"Residual Categories",288
"187000","Herangi",1668.24511508,2013,"Residual Categories",87
"187100","Hangatiki",326.45918009,2013,"Residual Categories",96
"187200","Aria",531.75793862,2013,"Residual Categories",54
"187300","Te Kūiti West",2.59158369,2013,"Residual Categories",210
"187400","Te Kūiti East",5.82015669,2013,"Residual Categories",258
"187500","Waipa Valley",817.6497254,2013,"Residual Categories",96
"187600","Tiroa",182.31571301,2013,"Residual Categories",12
"187701","Marotiri",740.98131093,2013,"Residual Categories",168
"187702","Mangakino",3.2096953,2013,"Residual Categories",63
"187800","Ohakuri",542.95063028,2013,"Residual Categories",171
"187900","Lake Taupō Bays",1154.29894185,2013,"Residual Categories",219
"188001","Mapara",136.00497681,2013,"Residual Categories",63
"188002","Kinloch",4.64276796,2013,"Residual Categories",24
"188100","Inland water Lake Taupō",0,2013,"Residual Categories",-999
"188200","Wairākei-Broadlands",409.99504596,2013,"Residual Categories",93
"188300","Acacia Bay",7.14841135,2013,"Residual Categories",63
"188400","Brentwood (Taupo District)",3.55819529,2013,"Residual Categories",66
"188501","Nukuhau",0.80918894,2013,"Residual Categories",108
"188502","Rangatira Park",2.03596243,2013,"Residual Categories",42
"188600","Taupō Central West",1.35510943,2013,"Residual Categories",48
"188701","Tauhara",1.84628171,2013,"Residual Categories",183
"188702","Centennial",9.86321433,2013,"Residual Categories",6
"188800","Taupō Central East",1.0945717,2013,"Residual Categories",204
"188900","Mountview",1.12523176,2013,"Residual Categories",291
"189000","Bird Area",1.18044186,2013,"Residual Categories",111
"189101","Hilltop (Taupo District)",1.60925232,2013,"Residual Categories",114
"189102","Invergarry",0.89499518,2013,"Residual Categories",54
"189200","Waipahihi",2.4650921,2013,"Residual Categories",81
"189300","Richmond Heights",1.36517655,2013,"Residual Categories",141
"189400","Wharewaka",5.70188884,2013,"Residual Categories",33
"189500","Kaimanawa",1342.25564266,2013,"Residual Categories",-999
"189600","Waitahanui",120.64320579,2013,"Residual Categories",75
"189700","Tūrangi",7.5322771,2013,"Residual Categories",249
"189800","Rangataiki",996.27143695,2013,"Residual Categories",12
"189900","Taharua",784.2388482,2013,"Residual Categories",3
"190000","Te More",47.9225809,2013,"Residual Categories",-999
"190100","Waiau",36.09210549,2013,"Residual Categories",33
"190200","Waihī Beach-Bowentown",6.31402319,2013,"Residual Categories",132
"190300","Tahawai",82.11485808,2013,"Residual Categories",90
"190400","Athenree",1.26347201,2013,"Residual Categories",39
"190501","Aongatete",164.37073758,2013,"Residual Categories",159
"190601","Katikati North",5.3594998,2013,"Residual Categories",135
"190602","Katikati South",4.60933865,2013,"Residual Categories",141
"190800","Matakana Island",64.55906259,2013,"Residual Categories",27
"190901","Pahoia West",40.58046326,2013,"Residual Categories",87
"190902","Pahoia East",72.20751149,2013,"Residual Categories",135
"191001","Ōmokoroa North",3.82608811,2013,"Residual Categories",69
"191101","Ōmokoroa South",1.41783599,2013,"Residual Categories",3
"191201","Te Puna",24.70878984,2013,"Residual Categories",201
"191300","Minden",85.95150025,2013,"Residual Categories",96
"191400","Kaimai",327.88697214,2013,"Residual Categories",165
"191501","Kopurererua",14.09954495,2013,"Residual Categories",45
"191502","Keenan Road",2.59326402,2013,"Residual Categories",12
"191601","Waitao",75.76215574,2013,"Residual Categories",96
"191700","Waiorohi",152.65682059,2013,"Residual Categories",150
"191801","Otawa",152.27918528,2013,"Residual Categories",153
"191901","Te Puke West",8.11048149,2013,"Residual Categories",276
"192000","Rangiuru",220.47248153,2013,"Residual Categories",243
"192101","Te Puke East",2.17661664,2013,"Residual Categories",255
"192102","Te Puke South",1.84446673,2013,"Residual Categories",126
"192300","Maketū",5.15455123,2013,"Residual Categories",105
"192400","Pukehina Beach",1.56627159,2013,"Residual Categories",63
"192500","Pongakawa",389.02980828,2013,"Residual Categories",222
"192600","Matua North",1.24178264,2013,"Residual Categories",93
"192800","Mount Maunganui North",2.02901958,2013,"Residual Categories",198
"192900","Matua South",1.20280848,2013,"Residual Categories",165
"193000","Bethlehem North",5.12055101,2013,"Residual Categories",153
"193100","Bellevue",1.71527159,2013,"Residual Categories",279
"193201","Otūmoetai North",0.94975502,2013,"Residual Categories",69
"193202","Otūmoetai East",1.41819407,2013,"Residual Categories",186
"193301","Otūmoetai South",0.95297261,2013,"Residual Categories",87
"193400","Brookfield West",1.05889334,2013,"Residual Categories",189
"193500","Bethlehem Central",4.26765131,2013,"Residual Categories",147
"193600","Brookfield East",1.32155716,2013,"Residual Categories",150
"193700","Mount Maunganui South",0.94187361,2013,"Residual Categories",159
"193800","Tauranga Central",3.46162223,2013,"Residual Categories",195
"193900","Mount Maunganui Central",6.91276669,2013,"Residual Categories",18
"194000","Judea",0.88360422,2013,"Residual Categories",201
"194100","Te Reti",1.72312505,2013,"Residual Categories",156
"194200","Bethlehem South",4.47289292,2013,"Residual Categories",39
"194300","Omanu Beach",1.02424816,2013,"Residual Categories",126
"194400","Tauranga Hospital",1.94102242,2013,"Residual Categories",192
"194500","Tauriko",8.39063741,2013,"Residual Categories",66
"194601","Gate Pa",1.76301415,2013,"Residual Categories",381
"194700","Greerton South",2.80794408,2013,"Residual Categories",54
"194801","Tauranga South",1.6792603,2013,"Residual Categories",264
"194802","Fraser Cove",1.01921799,2013,"Residual Categories",93
"194900","Arataki North",2.16050527,2013,"Residual Categories",168
"195000","Matapihi",3.93998684,2013,"Residual Categories",66
"195101","Pyes Pa North West",1.76217726,2013,"Residual Categories",21
"195102","Pyes Pa West",2.87199261,2013,"Residual Categories",9
"195200","Greerton North",1.39541082,2013,"Residual Categories",330
"195300","Yatton Park",0.90353931,2013,"Residual Categories",336
"195401","Pyes Pa North",1.46048964,2013,"Residual Categories",171
"195500","Arataki South",0.98724548,2013,"Residual Categories",231
"195601","Pyes Pa South",2.34307448,2013,"Residual Categories",75
"195700","Poike",1.29175419,2013,"Residual Categories",93
"195800","Te Maunga North",1.17068256,2013,"Residual Categories",201
"195900","Maungatapu",1.68278998,2013,"Residual Categories",198
"196000","Hairini",1.84714377,2013,"Residual Categories",195
"196100","Pyes Pa East",2.43010398,2013,"Residual Categories",33
"196201","Te Maunga South",0.98000104,2013,"Residual Categories",102
"196202","Pacific Lakes",1.3366555,2013,"Residual Categories",60
"196301","Kaitemako",3.743297,2013,"Residual Categories",111
"196400","Ohauiti",3.40557711,2013,"Residual Categories",96
"196500","Baypark-Kairua",12.93285945,2013,"Residual Categories",48
"196600","Welcome Bay West",1.10930149,2013,"Residual Categories",270
"196700","Welcome Bay East",3.69002463,2013,"Residual Categories",177
"196800","Pacific View",1.1627577,2013,"Residual Categories",162
"196900","Welcome Bay South",3.10846751,2013,"Residual Categories",144
"197000","Palm Beach North",1.09454161,2013,"Residual Categories",246
"197100","Palm Beach South-Gravatt",2.38810246,2013,"Residual Categories",165
"197200","Papamoa Beach North",1.39820071,2013,"Residual Categories",210
"197300","Doncaster",2.89134179,2013,"Residual Categories",102
"197400","Papamoa Beach South",1.37883001,2013,"Residual Categories",186
"197500","Motiti",1.24756749,2013,"Residual Categories",147
"197601","Wairakei West",1.59034172,2013,"Residual Categories",6
"197602","Wairakei Central",1.37198887,2013,"Residual Categories",-999
"197603","Wairakei East-Te Tumu",9.9446191,2013,"Residual Categories",-999
"197700","Tui Ridge",220.92352609,2013,"Residual Categories",96
"197800","Arahiwi",62.85587921,2013,"Residual Categories",24
"197900","Ngongotahā Valley",177.50494979,2013,"Residual Categories",168
"198000","Hamurana",8.35372576,2013,"Residual Categories",69
"198100","Ngongotahā East",2.87177755,2013,"Residual Categories",159
"198200","Ngongotahā West",1.44456738,2013,"Residual Categories",117
"198300","Inland water Lake Rotorua",0,2013,"Residual Categories",-999
"198400","Ngongotahā South",8.59007565,2013,"Residual Categories",123
"198500","Selwyn Heights",0.89464645,2013,"Residual Categories",117
"198600","Pleasant Heights",1.34841787,2013,"Residual Categories",273
"198700","Rotoiti-Rotoehu",404.02370037,2013,"Residual Categories",276
"198800","Kawaha",1.03152641,2013,"Residual Categories",156
"198900","Fairy Springs",0.73663897,2013,"Residual Categories",165
"199000","Western Heights (Rotorua District)",1.02806477,2013,"Residual Categories",381
"199100","Pukehangi North",1.18193977,2013,"Residual Categories",330
"199200","Pukehangi South",1.11182854,2013,"Residual Categories",168
"199300","Mangakakahi Central",1.79159183,2013,"Residual Categories",27
"199400","Koutu",0.962155,2013,"Residual Categories",261
"199500","Mangakakahi West",1.01722397,2013,"Residual Categories",252
"199600","Sunnybrook",2.08582528,2013,"Residual Categories",153
"199700","Fordlands",0.9880121,2013,"Residual Categories",369
"199800","Kuirau",1.21317958,2013,"Residual Categories",201
"199900","Utuhina",0.67136794,2013,"Residual Categories",117
"200000","Pomare",1.36824281,2013,"Residual Categories",87
"200100","Rotorua Central",1.77381636,2013,"Residual Categories",186
"200200","Hillcrest (Rotorua District)",0.81457984,2013,"Residual Categories",126
"200300","Victoria",0.51768215,2013,"Residual Categories",291
"200401","Waiohewa",65.50513239,2013,"Residual Categories",81
"200500","Glenholme North",0.84327423,2013,"Residual Categories",426
"200600","Springfield South",1.18667943,2013,"Residual Categories",75
"200700","Springfield North",1.30137561,2013,"Residual Categories",216
"200800","Glenholme South",0.87669563,2013,"Residual Categories",135
"200900","Ōwhata West",3.32829464,2013,"Residual Categories",462
"201001","Holdens Bay-Rotokawa",5.49576745,2013,"Residual Categories",252
"201100","Ngapuna",3.49022753,2013,"Residual Categories",60
"201200","Fenton Park",1.01087266,2013,"Residual Categories",177
"201300","Tihiotonga-Whakarewarewa",3.28398814,2013,"Residual Categories",96
"201401","Ōwhata East",2.50712555,2013,"Residual Categories",405
"201501","Lynmore",2.19842501,2013,"Residual Categories",183
"201600","Ngakuru",446.44364124,2013,"Residual Categories",138
"201700","Kaingaroa-Whakarewarewa",465.81883268,2013,"Residual Categories",120
"201800","Golden Springs",498.91605261,2013,"Residual Categories",189
"201900","Manawahe",267.00333475,2013,"Residual Categories",69
"202000","Matatā-Otakiri",87.44270898,2013,"Residual Categories",123
"202100","Onepu Spring",98.95001114,2013,"Residual Categories",66
"202200","Edgecumbe",2.00774067,2013,"Residual Categories",132
"202300","Thornton-Awakeri",151.84211418,2013,"Residual Categories",216
"202400","Te Teko Lakes",71.09889472,2013,"Residual Categories",210
"202500","Coastlands",15.28401875,2013,"Residual Categories",144
"202600","Whakatāne West",1.83230422,2013,"Residual Categories",375
"202700","Whakatāne Central",2.59485729,2013,"Residual Categories",279
"202800","Trident",1.81128192,2013,"Residual Categories",300
"202900","Allandale",1.5256279,2013,"Residual Categories",213
"203000","Mokorua Bush",1.35707502,2013,"Residual Categories",66
"203100","Wainui",86.56052026,2013,"Residual Categories",261
"203200","Ōhope",6.3335273,2013,"Residual Categories",198
"203400","Galatea",2199.70137707,2013,"Residual Categories",201
"203500","Waingarara-Waimana",1448.10234758,2013,"Residual Categories",402
"203600","Murupara",6.25994106,2013,"Residual Categories",348
"203700","Monika Reserve",14.18042548,2013,"Residual Categories",303
"203800","Kawerau Industrial",5.82324334,2013,"Residual Categories",12
"203901","Kawerau Central",1.75147365,2013,"Residual Categories",432
"203902","Tarawera Park",1.80693234,2013,"Residual Categories",213
"204101","Waiotahe",143.24606275,2013,"Residual Categories",171
"204200","Cape Runaway",1568.87595736,2013,"Residual Categories",183
"204301","Woodlands",2.84925083,2013,"Residual Categories",99
"204400","Ōpōtiki",5.74447511,2013,"Residual Categories",612
"204500","Ōtara-Tirohanga",113.39964669,2013,"Residual Categories",141
"204600","Oponae",1255.58704648,2013,"Residual Categories",51
"204700","East Cape",991.22082115,2013,"Residual Categories",114
"204800","Waipaoa",2277.32836382,2013,"Residual Categories",177
"204900","Ruatōria-Raukumara",693.31512058,2013,"Residual Categories",171
"205000","Tokomaru",1144.91458508,2013,"Residual Categories",108
"205100","Hangaroa",1870.11824408,2013,"Residual Categories",111
"205201","Wharekaka",1197.18428192,2013,"Residual Categories",177
"205300","Te Arai",54.68015335,2013,"Residual Categories",135
"205401","Hexton",118.87061709,2013,"Residual Categories",201
"205500","Lytton",0.85659072,2013,"Residual Categories",57
"205601","Makaraka-Awapuni",8.69272179,2013,"Residual Categories",72
"205700","Riverdale",1.24303439,2013,"Residual Categories",93
"205800","Te Hapara North",1.20051794,2013,"Residual Categories",174
"205900","Mangapapa North",0.61987717,2013,"Residual Categories",150
"206000","Elgin",1.04468444,2013,"Residual Categories",345
"206100","Te Hapara South",0.86443537,2013,"Residual Categories",177
"206200","Mangapapa East",1.65718797,2013,"Residual Categories",102
"206300","Mangapapa South",0.84497871,2013,"Residual Categories",219
"206400","Te Hapara East",0.94824062,2013,"Residual Categories",222
"206500","Centennial Crescent",0.81888684,2013,"Residual Categories",177
"206601","Whataupoko East",2.68810378,2013,"Residual Categories",78
"206700","Whataupoko West",1.0973622,2013,"Residual Categories",165
"206801","Gisborne Central",1.34663825,2013,"Residual Categories",51
"206900","Kaiti North",1.32789124,2013,"Residual Categories",135
"207000","Kaiti South",3.41373211,2013,"Residual Categories",405
"207100","Outer Kaiti",1.45392797,2013,"Residual Categories",471
"207200","Tamarau",1.11407528,2013,"Residual Categories",354
"207301","Wainui-Okitu",6.19990796,2013,"Residual Categories",120
"207400","Maungataniwha-Raupunga",2081.73346762,2013,"Residual Categories",126
"207500","Inland water Lake Waikaremoana",0,2013,"Residual Categories",-999
"207600","Frasertown-Ruakituri",1333.70843754,2013,"Residual Categories",84
"207700","Whakaki",183.4707958,2013,"Residual Categories",63
"207800","Wairoa",7.56771463,2013,"Residual Categories",327
"207900","Mahia",471.96934881,2013,"Residual Categories",126
"208001","Puketitiri-Tutira",2415.34229022,2013,"Residual Categories",138
"208100","Sherenden-Crownthorpe",765.79489561,2013,"Residual Categories",69
"208200","Maraekakaho",820.55073512,2013,"Residual Categories",60
"208301","Puketapu-Eskdale",259.59574319,2013,"Residual Categories",162
"208401","Omahu-Pakowhai",57.13289644,2013,"Residual Categories",105
"208500","Bridge Pa",23.24245277,2013,"Residual Categories",291
"208601","Twyford",24.57465737,2013,"Residual Categories",42
"208700","Poukawa",339.92122105,2013,"Residual Categories",81
"208800","Flaxmere West",0.91730499,2013,"Residual Categories",474
"208901","Omahu Strip",2.92872705,2013,"Residual Categories",45
"209000","Lochain Park",0.93644866,2013,"Residual Categories",477
"209100","Flaxmere Park",1.35059445,2013,"Residual Categories",309
"209201","Flaxmere South",1.04509728,2013,"Residual Categories",381
"209301","Irongate",7.95995424,2013,"Residual Categories",48
"209401","Frimley",2.47789957,2013,"Residual Categories",159
"209500","Camberley",0.93084612,2013,"Residual Categories",279
"209601","Clive",3.34961251,2013,"Residual Categories",75
"209700","St Leonards",1.0311155,2013,"Residual Categories",213
"209800","Mahora",0.94815809,2013,"Residual Categories",249
"209901","Raureka",1.10466298,2013,"Residual Categories",282
"210000","Cornwall Park",1.083438,2013,"Residual Categories",279
"210100","Tomoana",3.25777665,2013,"Residual Categories",33
"210201","Longlands-Pukahu",30.88744334,2013,"Residual Categories",87
"210300","Raceway Park",1.01533953,2013,"Residual Categories",171
"210400","Karamu",13.20141334,2013,"Residual Categories",108
"210500","Hastings Central",1.41744821,2013,"Residual Categories",48
"210600","Tomoana Crossing",0.83806947,2013,"Residual Categories",168
"210700","Akina Park",1.03128521,2013,"Residual Categories",192
"210800","Queens Square",0.60058038,2013,"Residual Categories",159
"210900","Mayfair",1.06861699,2013,"Residual Categories",273
"211000","Parkhaven",1.01585611,2013,"Residual Categories",201
"211100","Parkvale",1.29521262,2013,"Residual Categories",111
"211201","Mangateretere",39.94318467,2013,"Residual Categories",66
"211301","Haumoana",1.82698036,2013,"Residual Categories",111
"211302","Te Awanga",1.33015885,2013,"Residual Categories",75
"211401","Lucknow",0.90243175,2013,"Residual Categories",159
"211500","Karanema-St Hill",0.94975589,2013,"Residual Categories",240
"211600","Havelock North-Central",0.47545873,2013,"Residual Categories",27
"211701","Brookvale",2.01334993,2013,"Residual Categories",81
"211800","Iona",1.46632944,2013,"Residual Categories",105
"211900","Hereworth",1.6155099,2013,"Residual Categories",117
"212000","Te Mata Hills",12.71404113,2013,"Residual Categories",15
"212100","Havelock Hills",2.98592588,2013,"Residual Categories",51
"212201","Kahuranaki",372.63719398,2013,"Residual Categories",96
"212301","Bay View (Napier City)",29.21575971,2013,"Residual Categories",105
"212400","Poraiti Hills",10.57869491,2013,"Residual Categories",30
"212500","Poraiti Flat",7.08071604,2013,"Residual Categories",24
"212600","Westshore",0.93239877,2013,"Residual Categories",57
"212800","Onekawa West",3.11456156,2013,"Residual Categories",24
"212900","Ahuriri",0.97708119,2013,"Residual Categories",93
"213000","Taradale West",1.68649975,2013,"Residual Categories",45
"213100","Greenmeadows West",1.10408223,2013,"Residual Categories",66
"213200","Taradale South",5.12388945,2013,"Residual Categories",111
"213300","Bluff Hill",1.89032878,2013,"Residual Categories",228
"213400","Hospital Hill",1.49578822,2013,"Residual Categories",180
"213500","Tamatea West",0.63229512,2013,"Residual Categories",132
"213600","Tamatea North",0.66388375,2013,"Residual Categories",114
"213700","Taradale Central",1.17678754,2013,"Residual Categories",108
"213800","Tamatea East",0.6320191,2013,"Residual Categories",105
"213900","Marewa West",0.79226181,2013,"Residual Categories",126
"214000","Greenmeadows Central",0.95278691,2013,"Residual Categories",60
"214100","Onekawa Central",0.67702069,2013,"Residual Categories",69
"214200","Pirimai West",0.61624116,2013,"Residual Categories",114
"214300","Napier Central",0.83763341,2013,"Residual Categories",99
"214400","Greenmeadows South",0.8512568,2013,"Residual Categories",120
"214500","Nelson Park",0.78100893,2013,"Residual Categories",153
"214600","Bledisloe Park",0.8833971,2013,"Residual Categories",102
"214700","Pirimai East",0.76239902,2013,"Residual Categories",201
"214800","Onekawa East",0.63617378,2013,"Residual Categories",234
"214900","Tareha Reserve",1.76118378,2013,"Residual Categories",153
"215000","Marewa East",1.40396146,2013,"Residual Categories",369
"215101","Onekawa South",1.22571292,2013,"Residual Categories",399
"215200","McLean Park",1.34170035,2013,"Residual Categories",180
"215300","Maraenui",1.05241904,2013,"Residual Categories",519
"215401","Meeanee-Awatoto",24.17110675,2013,"Residual Categories",162
"215500","Mangaonuku",536.55504803,2013,"Residual Categories",48
"215600","Makaretu",789.56193045,2013,"Residual Categories",207
"215700","Waipāwa",6.80175161,2013,"Residual Categories",147
"215801","Waipukurau West",6.43917564,2013,"Residual Categories",195
"215900","Mangarara",838.06877853,2013,"Residual Categories",123
"216000","Waipukurau East",2.26273187,2013,"Residual Categories",117
"216101","Taurekaitai",1153.21571001,2013,"Residual Categories",90
"216200","Port Taranaki",1.56877875,2013,"Residual Categories",-999
"216300","Spotswood",3.45615058,2013,"Residual Categories",321
"216401","Omata",16.24585602,2013,"Residual Categories",27
"216500","Ōakura",1.68365235,2013,"Residual Categories",96
"216600","Moturoa",1.01724283,2013,"Residual Categories",129
"216700","Kaitake",170.28669122,2013,"Residual Categories",156
"216800","Blagdon-Lynmouth",1.1580502,2013,"Residual Categories",156
"216900","Kawaroa",1.13287219,2013,"Residual Categories",210
"217000","New Plymouth Central",1.25967205,2013,"Residual Categories",108
"217100","Marfell",0.73334211,2013,"Residual Categories",195
"217201","Whalers Gate",3.11884148,2013,"Residual Categories",126
"217300","Strandon",1.76473226,2013,"Residual Categories",156
"217400","Westown",2.37384948,2013,"Residual Categories",318
"217501","Bell Block West",3.88689288,2013,"Residual Categories",273
"217502","Bell Block Central",1.10509756,2013,"Residual Categories",183
"217601","Bell Block East-Puketapu",6.93496822,2013,"Residual Categories",33
"217701","Waiwhakaiho-Bell Block South",7.46855841,2013,"Residual Categories",33
"217800","Lower Vogeltown",1.50058645,2013,"Residual Categories",222
"217901","Hurdon",5.19754357,2013,"Residual Categories",108
"218001","Frankleigh Park",3.73296603,2013,"Residual Categories",201
"218100","Merrilands",1.72868924,2013,"Residual Categories",177
"218201","Ferndale",3.03770105,2013,"Residual Categories",39
"218301","Welbourn",6.86608001,2013,"Residual Categories",204
"218401","Fitzroy (New Plymouth District)",1.64969002,2013,"Residual Categories",135
"218402","Glen Avon",8.71322288,2013,"Residual Categories",54
"218500","Waitara West",3.38843738,2013,"Residual Categories",414
"218600","Upper Vogeltown",2.46277596,2013,"Residual Categories",147
"218700","Highlands Park (New Plymouth District)",2.91888042,2013,"Residual Categories",108
"218801","Paraite",15.93866295,2013,"Residual Categories",39
"218901","Waitara East",2.70533873,2013,"Residual Categories",297
"219000","Lepperton-Brixton",46.52263704,2013,"Residual Categories",108
"219100","Mangorei",188.56173513,2013,"Residual Categories",126
"219200","Mount Messenger",934.27880241,2013,"Residual Categories",96
"219301","Mangaoraka",85.45254769,2013,"Residual Categories",123
"219401","Tikorangi",167.27418183,2013,"Residual Categories",171
"219501","Everett Park",236.3246223,2013,"Residual Categories",132
"219601","Inglewood",3.18239488,2013,"Residual Categories",195
"219700","Tarata",258.96198682,2013,"Residual Categories",57
"219800","Pembroke",226.40974753,2013,"Residual Categories",108
"219900","Douglas",1010.46454214,2013,"Residual Categories",63
"220001","Toko",228.04960814,2013,"Residual Categories",81
"220101","Stratford North",3.42302152,2013,"Residual Categories",141
"220200","Whangamomona",689.60091042,2013,"Residual Categories",21
"220301","Stratford Central",2.76503177,2013,"Residual Categories",156
"220400","Stratford South",2.71640829,2013,"Residual Categories",180
"220501","Parihaka",434.16456051,2013,"Residual Categories",231
"220600","Taungatara",313.02582811,2013,"Residual Categories",114
"220700","Ōpunake",3.77983249,2013,"Residual Categories",105
"220800","Kaponga-Mangatoki",172.810836,2013,"Residual Categories",75
"220901","Manaia",2.54568858,2013,"Residual Categories",63
"220902","Kapuni",106.81769204,2013,"Residual Categories",78
"221001","Eltham",3.42983902,2013,"Residual Categories",216
"221100","Okaiawa",102.13817651,2013,"Residual Categories",87
"221201","Te Roti-Moeroa",361.93260882,2013,"Residual Categories",69
"221301","Hāwera West",4.38358067,2013,"Residual Categories",93
"221401","Normanby (South Taranaki District)",1.06466308,2013,"Residual Categories",114
"221402","Tawhiti",48.41097871,2013,"Residual Categories",45
"221500","Ohangai",331.77788618,2013,"Residual Categories",42
"221600","Turuturu",4.32783949,2013,"Residual Categories",141
"221700","King Edward Park",1.08208135,2013,"Residual Categories",147
"221800","Ramanui",13.60532232,2013,"Residual Categories",159
"221900","Hāwera Central",1.78428964,2013,"Residual Categories",234
"222000","Mangawhio",1368.62511708,2013,"Residual Categories",81
"222101","Manutahi-Waitōtora",293.06372722,2013,"Residual Categories",204
"222201","Pātea",6.30804183,2013,"Residual Categories",159
"222300","Otangiwai-Ōhura",2011.69845508,2013,"Residual Categories",84
"222400","Ngapuke",621.8310945,2013,"Residual Categories",135
"222500","Taumarunui North",3.59908167,2013,"Residual Categories",144
"222600","Taumarunui Central",5.53738135,2013,"Residual Categories",138
"222700","Taumarunui East",4.51812733,2013,"Residual Categories",147
"222800","National Park",1375.28596232,2013,"Residual Categories",93
"222900","Tangiwai",2696.66379573,2013,"Residual Categories",93
"223000","Raetihi",3.85952555,2013,"Residual Categories",111
"223100","Ōhakune",6.44069112,2013,"Residual Categories",78
"223200","Waiōuru",5.01060584,2013,"Residual Categories",45
"223300","Upper Whanganui",1849.88692409,2013,"Residual Categories",108
"223400","Mowhanau",170.1930499,2013,"Residual Categories",93
"223501","Brunswick-Papaiti",50.83019407,2013,"Residual Categories",114
"223600","Castlecliff West",3.02348229,2013,"Residual Categories",171
"223701","Otamatea (Whanganui District)",2.69555249,2013,"Residual Categories",51
"223800","Castlecliff East",2.80650056,2013,"Residual Categories",300
"223901","Springvale North",1.27938329,2013,"Residual Categories",9
"224000","Lower Aramoho",2.08386441,2013,"Residual Categories",234
"224100","St Johns Hill East",1.12367659,2013,"Residual Categories",42
"224200","St Johns Hill West",1.12200008,2013,"Residual Categories",126
"224301","Titoki",1.63582642,2013,"Residual Categories",267
"224401","Springvale West",0.78888069,2013,"Residual Categories",69
"224500","Springvale East",0.63070446,2013,"Residual Categories",63
"224600","Upper Aramoho",1.56215121,2013,"Residual Categories",219
"224700","Balgownie",2.8184768,2013,"Residual Categories",36
"224800","Laird Park",1.1135117,2013,"Residual Categories",264
"224900","Wembley Park",1.53582214,2013,"Residual Categories",183
"225000","College Estate",1.35037152,2013,"Residual Categories",93
"225100","Whanganui East-Williams Domain",1.37721183,2013,"Residual Categories",225
"225200","Gonville West",0.73841665,2013,"Residual Categories",189
"225300","Gonville North",1.34068065,2013,"Residual Categories",156
"225400","Cornmarket",0.6288843,2013,"Residual Categories",159
"225500","Whanganui East-Riverlands",1.49508465,2013,"Residual Categories",147
"225600","Kaitoke-Fordell",261.31181852,2013,"Residual Categories",225
"225700","Whanganui Central",2.43775712,2013,"Residual Categories",75
"225800","Gonville South",1.53981125,2013,"Residual Categories",198
"225900","Bastia-Durie Hill",2.57041851,2013,"Residual Categories",108
"226000","Putiki",3.35288036,2013,"Residual Categories",42
"226100","Mokai Patea",2474.88880055,2013,"Residual Categories",105
"226200","Ngamatea",611.5667999,2013,"Residual Categories",0
"226300","Turakina",276.61986827,2013,"Residual Categories",156
"226400","Otairi",636.76221337,2013,"Residual Categories",72
"226500","Taihape",4.93440266,2013,"Residual Categories",102
"226601","Marton Rural",194.35427299,2013,"Residual Categories",60
"226701","Marton North",6.13484157,2013,"Residual Categories",159
"226800","Parewanui",266.93624012,2013,"Residual Categories",63
"226900","Marton South",4.85623822,2013,"Residual Categories",183
"227000","Bulls",6.82877144,2013,"Residual Categories",93
"227100","Kiwitea",785.17869565,2013,"Residual Categories",102
"227200","Tokorangi",271.52244278,2013,"Residual Categories",63
"227300","Ōhakea-Sanson",82.45352996,2013,"Residual Categories",66
"227400","Oroua Downs",124.61864892,2013,"Residual Categories",81
"227500","Awahuri",124.43711778,2013,"Residual Categories",84
