"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TAO","TW-TAO","Taoyuan City",2023,2317445,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",22246,,,,481,2.0756,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TXG","TW-TXG","Taichung City",2023,2845909,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",65913,,,,1167,4.1006,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TNN","TW-TNN","Tainan City",2023,1859946,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",122403,,,,1843,9.9089,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-KHH","TW-KHH","Kaohsiung City",2023,2737941,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",172577,,,,1761,6.4318,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-ILA","TW-ILA","Yilan County",2023,449890,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",47604,,,,738,16.404,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-HSQ","TW-HSQ","Hsinchu County",2023,589289,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",7631,,,,294,4.9891,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-MIA","TW-MIA","Miaoli County",2023,534575,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",32646,,,,412,7.7071,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-CHA","TW-CHA","Changhua County",2023,1239048,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",80653,,,,944,7.6188,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-NAN","TW-NAN","Nantou County",2023,477094,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",35097,,,,593,12.4294,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-YUN","TW-YUN","Yunlin County",2023,659468,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",76404,,,,840,12.7375,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-CYQ","TW-CYQ","Chiayi County",2023,484560,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",79323,,,,784,16.1796,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-PIF","TW-PIF","Pingtung County",2023,794997,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",65448,,,,1297,16.3145,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TTT","TW-TTT","Taitung County",2023,211544,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",13308,,,,502,23.7303,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-HUA","TW-HUA","Hualien County",2023,317489,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",7664,,,,470,14.8037,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-PEN","TW-PEN","Penghu County",2023,107739,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",7024,,,,210,19.4915,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-KEE","TW-KEE","Keelung City",2023,362255,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",7569,,,,290,8.0054,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-HSZ","TW-HSZ","Hsinchu City",2023,456475,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",7142,,,,188,4.1185,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-CYI","TW-CYI","Chiayi City",2023,263584,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",8081,,,,211,8.005,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-KIN","TW-KIN","Kinmen County",2023,144149,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",19065,,,,207,14.3601,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-LIE","TW-LIE","Lienchiang County",2023,14039,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",5740,,,,71,50.5734,,,"2023-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-NWT","TW-NWT","New Taipei City",2024,4047001,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",41318,,,,1068,2.639,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TPE","TW-TPE","Taipei City",2024,2490869,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",10760,,,,834,3.3482,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TAO","TW-TAO","Taoyuan City",2024,2338648,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",22306,,,,484,2.0696,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TXG","TW-TXG","Taichung City",2024,2860601,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",65522,,,,1154,4.0341,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-TNN","TW-TNN","Tainan City",2024,1858651,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",122433,,,,1851,9.9588,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-KHH","TW-KHH","Kaohsiung City",2024,2731412,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",172890,,,,1773,6.4911,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-ILA","TW-ILA","Yilan County",2024,449212,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",44432,,,,738,16.4288,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-HSQ","TW-HSQ","Hsinchu County",2024,594641,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",7986,,,,294,4.9442,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-MIA","TW-MIA","Miaoli County",2024,532854,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",31977,,,,412,7.7319,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-CHA","TW-CHA","Changhua County",2024,1225675,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",78672,,,,950,7.7508,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-NAN","TW-NAN","Nantou County",2024,472299,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",41468,,,,602,12.7462,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-YUN","TW-YUN","Yunlin County",2024,658427,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",75913,,,,846,12.8488,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-CYQ","TW-CYQ","Chiayi County",2024,478786,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",81277,,,,784,16.3747,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
"TW","tw-county-2024-geoboundaries-adm1","county_city","tw-county-2024-geoboundaries-adm1:TW-PIF","TW-PIF","Pingtung County",2024,789239,"MOI household-registration year-end resident population, statis yearbook table 02-01 (人口年齡分配), both-sexes grand total for the county/city.",65973,,,,1278,16.1928,,,"2024-12-31","MOI administrative register of registered temples (寺廟) and churches (教會堂); count of registered places at year-end from statis yearbook table 06-01 (各宗教教務概況). Not an OpenStreetMap or point-in-time site extraction.","moi-statis-06-01-general-conditions-of-religions-2016-2025|moi-statis-02-01-population-by-age-2016-2025|geoboundaries-gbopen-twn-adm1-9469f09","administrative_religion_register;registered_temples_and_churches_not_census_affiliation;place_count_is_moi_register_not_osm;followers_are_registered_temple_followers_only_from_2014;county_city_on_geoboundaries_adm1;national_reconciliation_exact"
